ui_key,symbol,ui_area,usage_file,usage_line,function_or_scope,context_kind,font_direct,alignment_direct,window_and_position_status,source_context,usage_status
global:gText_TurnedOverVar1ForVar2,gText_TurnedOverVar1ForVar2,BAG,src/item_menu.c,2158,ConfirmSell,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_TurnedOverVar1ForVar2);",active_reference
global:gText_DepositHowManyVar1,gText_DepositHowManyVar1,BAG,src/item_menu.c,2203,Task_ItemContext_Deposit,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_DepositHowManyVar1);",active_reference
global:gText_CantStoreImportantItems,gText_CantStoreImportantItems,BAG,src/item_menu.c,2243,TryDepositItem,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BagMenu_Print(WIN_DESCRIPTION, FONT_NORMAL, gText_CantStoreImportantItems, 3, 1, 0, 0, 0, COLORID_NORMAL);",active_reference
global:gText_DepositedVar2Var1s,gText_DepositedVar2Var1s,BAG,src/item_menu.c,2251,TryDepositItem,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_DepositedVar2Var1s);",active_reference
global:gText_NoRoomForItems,gText_NoRoomForItems,BAG,src/item_menu.c,2258,TryDepositItem,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BagMenu_Print(WIN_DESCRIPTION, FONT_NORMAL, gText_NoRoomForItems, 3, 1, 0, 0, 0, COLORID_NORMAL);",active_reference
global:gText_ThreeDashes,gText_ThreeDashes,BAG,src/item_menu.c,2558,PrintTMHMMoveData,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BagMenu_Print(WIN_TMHM_INFO, FONT_NORMAL, gText_ThreeDashes, 7, i * 12, 0, 0, TEXT_SKIP_DRAW, COLORID_TMHM_INFO);",active_reference
global:gText_ThreeDashes,gText_ThreeDashes,BAG,src/item_menu.c,2569,PrintTMHMMoveData,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,text = gText_ThreeDashes;,active_reference
global:gText_ThreeDashes,gText_ThreeDashes,BAG,src/item_menu.c,2581,PrintTMHMMoveData,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,text = gText_ThreeDashes;,active_reference
global:gText_DadsAdvice,gText_DadsAdvice,BAG,src/item_use.c,150,DisplayCannotUseItemMessage,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageInBattlePyramid(taskId, gText_DadsAdvice, Task_CloseBattlePyramidBagMessage);",active_reference
global:gText_DadsAdvice,gText_DadsAdvice,BAG,src/item_use.c,160,DisplayDadsAdviceCannotUseItemMessage,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayCannotUseItemMessage(taskId, isUsingRegisteredKeyItemOnField, gText_DadsAdvice);",active_reference
global:gText_CantDismountBike,gText_CantDismountBike,BAG,src/item_use.c,165,DisplayCannotDismountBikeMessage,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayCannotUseItemMessage(taskId, isUsingRegisteredKeyItemOnField, gText_CantDismountBike);",active_reference
global:gText_ItemFinderNothing,gText_ItemFinderNothing,BAG,src/item_use.c,295,ItemUseOnFieldCB_Itemfinder,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageOnField(taskId, gText_ItemFinderNothing, Task_CloseItemfinderMessage);",active_reference
global:gText_ItemFinderNearby,gText_ItemFinderNearby,BAG,src/item_use.c,580,Task_HiddenItemNearby,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageOnField(taskId, gText_ItemFinderNearby, Task_CloseItemfinderMessage);",active_reference
global:gText_ItemFinderOnTop,gText_ItemFinderOnTop,BAG,src/item_use.c,597,Task_StandingOnHiddenItem,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageOnField(taskId, gText_ItemFinderOnTop, Task_CloseItemfinderMessage);",active_reference
global:gText_CoinCase,gText_CoinCase,BAG,src/item_use.c,646,ItemUseOutOfBattle_CoinCase,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_CoinCase);",active_reference
global:gText_PowderQty,gText_PowderQty,BAG,src/item_use.c,661,ItemUseOutOfBattle_PowderJar,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_PowderQty);",active_reference
global:gText_BootedUpHM,gText_BootedUpHM,BAG,src/item_use.c,781,ItemUseOutOfBattle_TMHM,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessage(taskId, FONT_NORMAL, gText_BootedUpHM, BootUpSoundTMHM); // HM",active_reference
global:gText_BootedUpTM,gText_BootedUpTM,BAG,src/item_use.c,783,ItemUseOutOfBattle_TMHM,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessage(taskId, FONT_NORMAL, gText_BootedUpTM, BootUpSoundTMHM); // TM",active_reference
global:gText_TMHMContainedVar1,gText_TMHMContainedVar1,BAG,src/item_use.c,797,Task_ShowTMHMContainedMessage,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_TMHMContainedVar1);",active_reference
global:gText_PlayerUsedVar2,gText_PlayerUsedVar2,BAG,src/item_use.c,817,RemoveUsedItem,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_PlayerUsedVar2);",active_reference
global:gText_RepelEffectsLingered,gText_RepelEffectsLingered,BAG,src/item_use.c,835,ItemUseOutOfBattle_Repel,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessage(taskId, FONT_NORMAL, gText_RepelEffectsLingered, CloseItemMessage);",active_reference
global:gText_RepelEffectsLingered,gText_RepelEffectsLingered,BAG,src/item_use.c,837,ItemUseOutOfBattle_Repel,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageInBattlePyramid(taskId, gText_RepelEffectsLingered, Task_CloseBattlePyramidBagMessage);",active_reference
global:gText_UsedVar2WildLured,gText_UsedVar2WildLured,BAG,src/item_use.c,884,ItemUseOutOfBattle_BlackWhiteFlute,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_UsedVar2WildLured);",active_reference
global:gText_UsedVar2WildRepelled,gText_UsedVar2WildRepelled,BAG,src/item_use.c,890,ItemUseOutOfBattle_BlackWhiteFlute,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_UsedVar2WildRepelled);",active_reference
global:gText_BoxFull,gText_BoxFull,BAG,src/item_use.c,950,ItemUseInBattle_PokeBall,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessage(taskId, FONT_NORMAL, gText_BoxFull, CloseItemMessage);",active_reference
global:gText_BoxFull,gText_BoxFull,BAG,src/item_use.c,954,ItemUseInBattle_PokeBall,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageInBattlePyramid(taskId, gText_BoxFull, Task_CloseBattlePyramidBagMessage);",active_reference
global:gText_WontHaveEffect,gText_WontHaveEffect,BAG,src/item_use.c,990,ItemUseInBattle_StatIncrease,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessage(taskId, FONT_NORMAL, gText_WontHaveEffect, CloseItemMessage);",active_reference
global:gText_WontHaveEffect,gText_WontHaveEffect,BAG,src/item_use.c,992,ItemUseInBattle_StatIncrease,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DisplayItemMessageInBattlePyramid(taskId, gText_WontHaveEffect, Task_CloseBattlePyramidBagMessage);",active_reference
global:gText_BattleSwitchWhich,gText_BattleSwitchWhich,BATTLE_UI,src/battle_controller_player.c,611,HandleInputChooseMove,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BattlePutTextOnWindow(gText_BattleSwitchWhich, B_WIN_SWITCH_PROMPT);",active_reference
global:gText_MoveInterfacePP,gText_MoveInterfacePP,BATTLE_UI,src/battle_controller_player.c,1475,MoveSelectionDisplayPPString,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(gDisplayedStringBattle, gText_MoveInterfacePP);",active_reference
global:gText_MoveInterfaceType,gText_MoveInterfaceType,BATTLE_UI,src/battle_controller_player.c,1501,MoveSelectionDisplayMoveType,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"txtPtr = StringCopy(gDisplayedStringBattle, gText_MoveInterfaceType);",active_reference
global:gText_LinkStandby,gText_LinkStandby,BATTLE_UI,src/battle_controller_player.c,1578,PrintLinkStandbyMsg,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BattlePutTextOnWindow(gText_LinkStandby, B_WIN_MSG);",active_reference
global:gText_BattleMenu,gText_BattleMenu,BATTLE_UI,src/battle_controller_player.c,2581,PlayerHandleChooseAction,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BattlePutTextOnWindow(gText_BattleMenu, B_WIN_ACTION_MENU);",active_reference
global:gText_WhatWillPkmnDo,gText_WhatWillPkmnDo,BATTLE_UI,src/battle_controller_player.c,2587,PlayerHandleChooseAction,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,BattleStringExpandPlaceholdersToDisplayedString(gText_WhatWillPkmnDo);,active_reference
global:gText_BattleYesNoChoice,gText_BattleYesNoChoice,BATTLE_UI,src/battle_controller_player.c,2596,PlayerHandleYesNoBox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BattlePutTextOnWindow(gText_BattleYesNoChoice, B_WIN_YESNO);",active_reference
global:gText_SafariZoneMenu,gText_SafariZoneMenu,BATTLE_UI,src/battle_controller_safari.c,454,SafariHandleChooseAction,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"BattlePutTextOnWindow(gText_SafariZoneMenu, B_WIN_ACTION_MENU);",active_reference
global:gText_WhatWillPkmnDo2,gText_WhatWillPkmnDo2,BATTLE_UI,src/battle_controller_safari.c,460,SafariHandleChooseAction,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,BattleStringExpandPlaceholdersToDisplayedString(gText_WhatWillPkmnDo2);,active_reference
global:gText_Slash,gText_Slash,BATTLE_UI,src/battle_interface.c,1272,UpdateHpTextInHealthboxInDoubles,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(txtPtr, gText_Slash);",active_reference
global:gText_HealthboxNickname,gText_HealthboxNickname,BATTLE_UI,src/battle_interface.c,1921,UpdateNickInHealthbox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(gDisplayedStringBattle, gText_HealthboxNickname);",active_reference
global:gText_HealthboxGender_None,gText_HealthboxGender_None,BATTLE_UI,src/battle_interface.c,1937,UpdateNickInHealthbox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(ptr, gText_HealthboxGender_None);",active_reference
global:gText_HealthboxGender_Male,gText_HealthboxGender_Male,BATTLE_UI,src/battle_interface.c,1941,UpdateNickInHealthbox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(ptr, gText_HealthboxGender_Male);",active_reference
global:gText_HealthboxGender_Female,gText_HealthboxGender_Female,BATTLE_UI,src/battle_interface.c,1945,UpdateNickInHealthbox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringCopy(ptr, gText_HealthboxGender_Female);",active_reference
global:gText_SafariBalls,gText_SafariBalls,BATTLE_UI,src/battle_interface.c,2139,UpdateSafariBallsTextOnHealthbox,direct_text_printer,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"windowTileData = AddTextPrinterAndCreateWindowOnHealthbox(gText_SafariBalls, 0, 3, 2, &windowId);",active_reference
global:gText_SafariBallLeft,gText_SafariBallLeft,BATTLE_UI,src/battle_interface.c,2153,UpdateLeftNoOfBallsTextOnHealthbox,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"txtPtr = StringCopy(text, gText_SafariBallLeft);",active_reference
global:gText_BirchBoy,gText_BirchBoy,MAIN_MENU,src/main_menu.c,456,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"{gText_BirchBoy, {NULL}},",active_reference
global:gText_BirchGirl,gText_BirchGirl,MAIN_MENU,src/main_menu.c,457,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"{gText_BirchGirl, {NULL}}",active_reference
global:gText_DefaultNameStu,gText_DefaultNameStu,MAIN_MENU,src/main_menu.c,461,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameStu,",active_reference
global:gText_DefaultNameMilton,gText_DefaultNameMilton,MAIN_MENU,src/main_menu.c,462,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameMilton,",active_reference
global:gText_DefaultNameTom,gText_DefaultNameTom,MAIN_MENU,src/main_menu.c,463,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTom,",active_reference
global:gText_DefaultNameKenny,gText_DefaultNameKenny,MAIN_MENU,src/main_menu.c,464,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameKenny,",active_reference
global:gText_DefaultNameReid,gText_DefaultNameReid,MAIN_MENU,src/main_menu.c,465,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameReid,",active_reference
global:gText_DefaultNameJude,gText_DefaultNameJude,MAIN_MENU,src/main_menu.c,466,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameJude,",active_reference
global:gText_DefaultNameJaxson,gText_DefaultNameJaxson,MAIN_MENU,src/main_menu.c,467,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameJaxson,",active_reference
global:gText_DefaultNameEaston,gText_DefaultNameEaston,MAIN_MENU,src/main_menu.c,468,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameEaston,",active_reference
global:gText_DefaultNameWalker,gText_DefaultNameWalker,MAIN_MENU,src/main_menu.c,469,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameWalker,",active_reference
global:gText_DefaultNameTeru,gText_DefaultNameTeru,MAIN_MENU,src/main_menu.c,470,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTeru,",active_reference
global:gText_DefaultNameJohnny,gText_DefaultNameJohnny,MAIN_MENU,src/main_menu.c,471,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameJohnny,",active_reference
global:gText_DefaultNameBrett,gText_DefaultNameBrett,MAIN_MENU,src/main_menu.c,472,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameBrett,",active_reference
global:gText_DefaultNameSeth,gText_DefaultNameSeth,MAIN_MENU,src/main_menu.c,473,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameSeth,",active_reference
global:gText_DefaultNameTerry,gText_DefaultNameTerry,MAIN_MENU,src/main_menu.c,474,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTerry,",active_reference
global:gText_DefaultNameCasey,gText_DefaultNameCasey,MAIN_MENU,src/main_menu.c,475,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameCasey,",active_reference
global:gText_DefaultNameDarren,gText_DefaultNameDarren,MAIN_MENU,src/main_menu.c,476,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameDarren,",active_reference
global:gText_DefaultNameLandon,gText_DefaultNameLandon,MAIN_MENU,src/main_menu.c,477,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameLandon,",active_reference
global:gText_DefaultNameCollin,gText_DefaultNameCollin,MAIN_MENU,src/main_menu.c,478,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameCollin,",active_reference
global:gText_DefaultNameStanley,gText_DefaultNameStanley,MAIN_MENU,src/main_menu.c,479,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameStanley,",active_reference
global:gText_DefaultNameQuincy,gText_DefaultNameQuincy,MAIN_MENU,src/main_menu.c,480,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,gText_DefaultNameQuincy,active_reference
global:gText_DefaultNameKimmy,gText_DefaultNameKimmy,MAIN_MENU,src/main_menu.c,484,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameKimmy,",active_reference
global:gText_DefaultNameTiara,gText_DefaultNameTiara,MAIN_MENU,src/main_menu.c,485,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTiara,",active_reference
global:gText_DefaultNameBella,gText_DefaultNameBella,MAIN_MENU,src/main_menu.c,486,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameBella,",active_reference
global:gText_DefaultNameJayla,gText_DefaultNameJayla,MAIN_MENU,src/main_menu.c,487,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameJayla,",active_reference
global:gText_DefaultNameAllie,gText_DefaultNameAllie,MAIN_MENU,src/main_menu.c,488,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameAllie,",active_reference
global:gText_DefaultNameLianna,gText_DefaultNameLianna,MAIN_MENU,src/main_menu.c,489,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameLianna,",active_reference
global:gText_DefaultNameSara,gText_DefaultNameSara,MAIN_MENU,src/main_menu.c,490,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameSara,",active_reference
global:gText_DefaultNameMonica,gText_DefaultNameMonica,MAIN_MENU,src/main_menu.c,491,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameMonica,",active_reference
global:gText_DefaultNameCamila,gText_DefaultNameCamila,MAIN_MENU,src/main_menu.c,492,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameCamila,",active_reference
global:gText_DefaultNameAubree,gText_DefaultNameAubree,MAIN_MENU,src/main_menu.c,493,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameAubree,",active_reference
global:gText_DefaultNameRuthie,gText_DefaultNameRuthie,MAIN_MENU,src/main_menu.c,494,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameRuthie,",active_reference
global:gText_DefaultNameHazel,gText_DefaultNameHazel,MAIN_MENU,src/main_menu.c,495,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameHazel,",active_reference
global:gText_DefaultNameNadine,gText_DefaultNameNadine,MAIN_MENU,src/main_menu.c,496,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameNadine,",active_reference
global:gText_DefaultNameTanja,gText_DefaultNameTanja,MAIN_MENU,src/main_menu.c,497,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTanja,",active_reference
