ui_key,symbol,ui_area,usage_file,usage_line,function_or_scope,context_kind,font_direct,alignment_direct,window_and_position_status,source_context,usage_status
local:src/battle_message.c:sText_AvoidedDamage,sText_AvoidedDamage,BATTLE_SYSTEM,src/battle_message.c,533,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_AVOIDEDDAMAGE - BATTLESTRINGS_TABLE_START] = sText_AvoidedDamage,",active_reference
local:src/battle_message.c:sText_ItDoesntAffect,sText_ItDoesntAffect,BATTLE_SYSTEM,src/battle_message.c,534,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_ITDOESNTAFFECT - BATTLESTRINGS_TABLE_START] = sText_ItDoesntAffect,",active_reference
local:src/battle_message.c:sText_AttackerFainted,sText_AttackerFainted,BATTLE_SYSTEM,src/battle_message.c,535,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_ATTACKERFAINTED - BATTLESTRINGS_TABLE_START] = sText_AttackerFainted,",active_reference
local:src/battle_message.c:sText_TargetFainted,sText_TargetFainted,BATTLE_SYSTEM,src/battle_message.c,536,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_TARGETFAINTED - BATTLESTRINGS_TABLE_START] = sText_TargetFainted,",active_reference
local:src/battle_message.c:sText_PlayerGotMoney,sText_PlayerGotMoney,BATTLE_SYSTEM,src/battle_message.c,537,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PLAYERGOTMONEY - BATTLESTRINGS_TABLE_START] = sText_PlayerGotMoney,",active_reference
local:src/battle_message.c:sText_PlayerWhiteout,sText_PlayerWhiteout,BATTLE_SYSTEM,src/battle_message.c,538,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PLAYERWHITEOUT - BATTLESTRINGS_TABLE_START] = sText_PlayerWhiteout,",active_reference
local:src/battle_message.c:sText_PlayerWhiteout2,sText_PlayerWhiteout2,BATTLE_SYSTEM,src/battle_message.c,539,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PLAYERWHITEOUT2 - BATTLESTRINGS_TABLE_START] = sText_PlayerWhiteout2,",active_reference
local:src/battle_message.c:sText_PreventsEscape,sText_PreventsEscape,BATTLE_SYSTEM,src/battle_message.c,540,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PREVENTSESCAPE - BATTLESTRINGS_TABLE_START] = sText_PreventsEscape,",active_reference
local:src/battle_message.c:sText_HitXTimes,sText_HitXTimes,BATTLE_SYSTEM,src/battle_message.c,541,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_HITXTIMES - BATTLESTRINGS_TABLE_START] = sText_HitXTimes,",active_reference
local:src/battle_message.c:sText_PkmnFellAsleep,sText_PkmnFellAsleep,BATTLE_SYSTEM,src/battle_message.c,542,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNFELLASLEEP - BATTLESTRINGS_TABLE_START] = sText_PkmnFellAsleep,",active_reference
local:src/battle_message.c:sText_PkmnMadeSleep,sText_PkmnMadeSleep,BATTLE_SYSTEM,src/battle_message.c,543,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNMADESLEEP - BATTLESTRINGS_TABLE_START] = sText_PkmnMadeSleep,",active_reference
local:src/battle_message.c:sText_PkmnAlreadyAsleep,sText_PkmnAlreadyAsleep,BATTLE_SYSTEM,src/battle_message.c,544,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNALREADYASLEEP - BATTLESTRINGS_TABLE_START] = sText_PkmnAlreadyAsleep,",active_reference
local:src/battle_message.c:sText_PkmnAlreadyAsleep2,sText_PkmnAlreadyAsleep2,BATTLE_SYSTEM,src/battle_message.c,545,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNALREADYASLEEP2 - BATTLESTRINGS_TABLE_START] = sText_PkmnAlreadyAsleep2,",active_reference
local:src/battle_message.c:sText_PkmnWasntAffected,sText_PkmnWasntAffected,BATTLE_SYSTEM,src/battle_message.c,546,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASNTAFFECTED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasntAffected,",active_reference
local:src/battle_message.c:sText_PkmnWasPoisoned,sText_PkmnWasPoisoned,BATTLE_SYSTEM,src/battle_message.c,547,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASPOISONED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasPoisoned,",active_reference
local:src/battle_message.c:sText_PkmnPoisonedBy,sText_PkmnPoisonedBy,BATTLE_SYSTEM,src/battle_message.c,548,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNPOISONEDBY - BATTLESTRINGS_TABLE_START] = sText_PkmnPoisonedBy,",active_reference
local:src/battle_message.c:sText_PkmnHurtByPoison,sText_PkmnHurtByPoison,BATTLE_SYSTEM,src/battle_message.c,549,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHURTBYPOISON - BATTLESTRINGS_TABLE_START] = sText_PkmnHurtByPoison,",active_reference
local:src/battle_message.c:sText_PkmnAlreadyPoisoned,sText_PkmnAlreadyPoisoned,BATTLE_SYSTEM,src/battle_message.c,550,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNALREADYPOISONED - BATTLESTRINGS_TABLE_START] = sText_PkmnAlreadyPoisoned,",active_reference
local:src/battle_message.c:sText_PkmnBadlyPoisoned,sText_PkmnBadlyPoisoned,BATTLE_SYSTEM,src/battle_message.c,551,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNBADLYPOISONED - BATTLESTRINGS_TABLE_START] = sText_PkmnBadlyPoisoned,",active_reference
local:src/battle_message.c:sText_PkmnEnergyDrained,sText_PkmnEnergyDrained,BATTLE_SYSTEM,src/battle_message.c,552,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNENERGYDRAINED - BATTLESTRINGS_TABLE_START] = sText_PkmnEnergyDrained,",active_reference
local:src/battle_message.c:sText_PkmnWasBurned,sText_PkmnWasBurned,BATTLE_SYSTEM,src/battle_message.c,553,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASBURNED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasBurned,",active_reference
local:src/battle_message.c:sText_PkmnBurnedBy,sText_PkmnBurnedBy,BATTLE_SYSTEM,src/battle_message.c,554,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNBURNEDBY - BATTLESTRINGS_TABLE_START] = sText_PkmnBurnedBy,",active_reference
local:src/battle_message.c:sText_PkmnHurtByBurn,sText_PkmnHurtByBurn,BATTLE_SYSTEM,src/battle_message.c,555,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHURTBYBURN - BATTLESTRINGS_TABLE_START] = sText_PkmnHurtByBurn,",active_reference
local:src/battle_message.c:sText_PkmnWasFrozen,sText_PkmnWasFrozen,BATTLE_SYSTEM,src/battle_message.c,556,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASFROZEN - BATTLESTRINGS_TABLE_START] = sText_PkmnWasFrozen,",active_reference
local:src/battle_message.c:sText_PkmnFrozenBy,sText_PkmnFrozenBy,BATTLE_SYSTEM,src/battle_message.c,557,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNFROZENBY - BATTLESTRINGS_TABLE_START] = sText_PkmnFrozenBy,",active_reference
local:src/battle_message.c:sText_PkmnIsFrozen,sText_PkmnIsFrozen,BATTLE_SYSTEM,src/battle_message.c,558,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNISFROZEN - BATTLESTRINGS_TABLE_START] = sText_PkmnIsFrozen,",active_reference
local:src/battle_message.c:sText_PkmnWasDefrosted,sText_PkmnWasDefrosted,BATTLE_SYSTEM,src/battle_message.c,559,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASDEFROSTED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasDefrosted,",active_reference
local:src/battle_message.c:sText_PkmnWasDefrosted2,sText_PkmnWasDefrosted2,BATTLE_SYSTEM,src/battle_message.c,560,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASDEFROSTED2 - BATTLESTRINGS_TABLE_START] = sText_PkmnWasDefrosted2,",active_reference
local:src/battle_message.c:sText_PkmnWasDefrostedBy,sText_PkmnWasDefrostedBy,BATTLE_SYSTEM,src/battle_message.c,561,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASDEFROSTEDBY - BATTLESTRINGS_TABLE_START] = sText_PkmnWasDefrostedBy,",active_reference
local:src/battle_message.c:sText_PkmnWasParalyzed,sText_PkmnWasParalyzed,BATTLE_SYSTEM,src/battle_message.c,562,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASPARALYZED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasParalyzed,",active_reference
local:src/battle_message.c:sText_PkmnWasParalyzedBy,sText_PkmnWasParalyzedBy,BATTLE_SYSTEM,src/battle_message.c,563,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASPARALYZEDBY - BATTLESTRINGS_TABLE_START] = sText_PkmnWasParalyzedBy,",active_reference
local:src/battle_message.c:sText_PkmnIsParalyzed,sText_PkmnIsParalyzed,BATTLE_SYSTEM,src/battle_message.c,564,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNISPARALYZED - BATTLESTRINGS_TABLE_START] = sText_PkmnIsParalyzed,",active_reference
local:src/battle_message.c:sText_PkmnIsAlreadyParalyzed,sText_PkmnIsAlreadyParalyzed,BATTLE_SYSTEM,src/battle_message.c,565,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNISALREADYPARALYZED - BATTLESTRINGS_TABLE_START] = sText_PkmnIsAlreadyParalyzed,",active_reference
local:src/battle_message.c:sText_PkmnHealedParalysis,sText_PkmnHealedParalysis,BATTLE_SYSTEM,src/battle_message.c,566,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHEALEDPARALYSIS - BATTLESTRINGS_TABLE_START] = sText_PkmnHealedParalysis,",active_reference
local:src/battle_message.c:sText_PkmnDreamEaten,sText_PkmnDreamEaten,BATTLE_SYSTEM,src/battle_message.c,567,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNDREAMEATEN - BATTLESTRINGS_TABLE_START] = sText_PkmnDreamEaten,",active_reference
local:src/battle_message.c:sText_StatsWontIncrease,sText_StatsWontIncrease,BATTLE_SYSTEM,src/battle_message.c,568,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_STATSWONTINCREASE - BATTLESTRINGS_TABLE_START] = sText_StatsWontIncrease,",active_reference
local:src/battle_message.c:sText_StatsWontDecrease,sText_StatsWontDecrease,BATTLE_SYSTEM,src/battle_message.c,569,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_STATSWONTDECREASE - BATTLESTRINGS_TABLE_START] = sText_StatsWontDecrease,",active_reference
local:src/battle_message.c:sText_TeamStoppedWorking,sText_TeamStoppedWorking,BATTLE_SYSTEM,src/battle_message.c,570,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_TEAMSTOPPEDWORKING - BATTLESTRINGS_TABLE_START] = sText_TeamStoppedWorking,",active_reference
local:src/battle_message.c:sText_FoeStoppedWorking,sText_FoeStoppedWorking,BATTLE_SYSTEM,src/battle_message.c,571,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_FOESTOPPEDWORKING - BATTLESTRINGS_TABLE_START] = sText_FoeStoppedWorking,",active_reference
local:src/battle_message.c:sText_PkmnIsConfused,sText_PkmnIsConfused,BATTLE_SYSTEM,src/battle_message.c,572,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNISCONFUSED - BATTLESTRINGS_TABLE_START] = sText_PkmnIsConfused,",active_reference
local:src/battle_message.c:sText_PkmnHealedConfusion,sText_PkmnHealedConfusion,BATTLE_SYSTEM,src/battle_message.c,573,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHEALEDCONFUSION - BATTLESTRINGS_TABLE_START] = sText_PkmnHealedConfusion,",active_reference
local:src/battle_message.c:sText_PkmnWasConfused,sText_PkmnWasConfused,BATTLE_SYSTEM,src/battle_message.c,574,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWASCONFUSED - BATTLESTRINGS_TABLE_START] = sText_PkmnWasConfused,",active_reference
local:src/battle_message.c:sText_PkmnAlreadyConfused,sText_PkmnAlreadyConfused,BATTLE_SYSTEM,src/battle_message.c,575,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNALREADYCONFUSED - BATTLESTRINGS_TABLE_START] = sText_PkmnAlreadyConfused,",active_reference
local:src/battle_message.c:sText_PkmnFellInLove,sText_PkmnFellInLove,BATTLE_SYSTEM,src/battle_message.c,576,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNFELLINLOVE - BATTLESTRINGS_TABLE_START] = sText_PkmnFellInLove,",active_reference
local:src/battle_message.c:sText_PkmnInLove,sText_PkmnInLove,BATTLE_SYSTEM,src/battle_message.c,577,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNINLOVE - BATTLESTRINGS_TABLE_START] = sText_PkmnInLove,",active_reference
local:src/battle_message.c:sText_PkmnImmobilizedByLove,sText_PkmnImmobilizedByLove,BATTLE_SYSTEM,src/battle_message.c,578,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNIMMOBILIZEDBYLOVE - BATTLESTRINGS_TABLE_START] = sText_PkmnImmobilizedByLove,",active_reference
local:src/battle_message.c:sText_PkmnBlownAway,sText_PkmnBlownAway,BATTLE_SYSTEM,src/battle_message.c,579,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNBLOWNAWAY - BATTLESTRINGS_TABLE_START] = sText_PkmnBlownAway,",active_reference
local:src/battle_message.c:sText_PkmnChangedType,sText_PkmnChangedType,BATTLE_SYSTEM,src/battle_message.c,580,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNCHANGEDTYPE - BATTLESTRINGS_TABLE_START] = sText_PkmnChangedType,",active_reference
local:src/battle_message.c:sText_PkmnFlinched,sText_PkmnFlinched,BATTLE_SYSTEM,src/battle_message.c,581,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNFLINCHED - BATTLESTRINGS_TABLE_START] = sText_PkmnFlinched,",active_reference
local:src/battle_message.c:sText_PkmnRegainedHealth,sText_PkmnRegainedHealth,BATTLE_SYSTEM,src/battle_message.c,582,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNREGAINEDHEALTH - BATTLESTRINGS_TABLE_START] = sText_PkmnRegainedHealth,",active_reference
local:src/battle_message.c:sText_PkmnHPFull,sText_PkmnHPFull,BATTLE_SYSTEM,src/battle_message.c,583,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHPFULL - BATTLESTRINGS_TABLE_START] = sText_PkmnHPFull,",active_reference
local:src/battle_message.c:sText_PkmnRaisedSpDef,sText_PkmnRaisedSpDef,BATTLE_SYSTEM,src/battle_message.c,584,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNRAISEDSPDEF - BATTLESTRINGS_TABLE_START] = sText_PkmnRaisedSpDef,",active_reference
local:src/battle_message.c:sText_PkmnRaisedDef,sText_PkmnRaisedDef,BATTLE_SYSTEM,src/battle_message.c,585,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNRAISEDDEF - BATTLESTRINGS_TABLE_START] = sText_PkmnRaisedDef,",active_reference
local:src/battle_message.c:sText_PkmnCoveredByVeil,sText_PkmnCoveredByVeil,BATTLE_SYSTEM,src/battle_message.c,586,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNCOVEREDBYVEIL - BATTLESTRINGS_TABLE_START] = sText_PkmnCoveredByVeil,",active_reference
local:src/battle_message.c:sText_PkmnUsedSafeguard,sText_PkmnUsedSafeguard,BATTLE_SYSTEM,src/battle_message.c,587,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNUSEDSAFEGUARD - BATTLESTRINGS_TABLE_START] = sText_PkmnUsedSafeguard,",active_reference
local:src/battle_message.c:sText_PkmnSafeguardExpired,sText_PkmnSafeguardExpired,BATTLE_SYSTEM,src/battle_message.c,588,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNSAFEGUARDEXPIRED - BATTLESTRINGS_TABLE_START] = sText_PkmnSafeguardExpired,",active_reference
local:src/battle_message.c:sText_PkmnWentToSleep,sText_PkmnWentToSleep,BATTLE_SYSTEM,src/battle_message.c,589,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWENTTOSLEEP - BATTLESTRINGS_TABLE_START] = sText_PkmnWentToSleep,",active_reference
local:src/battle_message.c:sText_PkmnSleptHealthy,sText_PkmnSleptHealthy,BATTLE_SYSTEM,src/battle_message.c,590,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNSLEPTHEALTHY - BATTLESTRINGS_TABLE_START] = sText_PkmnSleptHealthy,",active_reference
local:src/battle_message.c:sText_PkmnWhippedWhirlwind,sText_PkmnWhippedWhirlwind,BATTLE_SYSTEM,src/battle_message.c,591,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWHIPPEDWHIRLWIND - BATTLESTRINGS_TABLE_START] = sText_PkmnWhippedWhirlwind,",active_reference
local:src/battle_message.c:sText_PkmnTookSunlight,sText_PkmnTookSunlight,BATTLE_SYSTEM,src/battle_message.c,592,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNTOOKSUNLIGHT - BATTLESTRINGS_TABLE_START] = sText_PkmnTookSunlight,",active_reference
local:src/battle_message.c:sText_PkmnLoweredHead,sText_PkmnLoweredHead,BATTLE_SYSTEM,src/battle_message.c,593,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNLOWEREDHEAD - BATTLESTRINGS_TABLE_START] = sText_PkmnLoweredHead,",active_reference
local:src/battle_message.c:sText_PkmnIsGlowing,sText_PkmnIsGlowing,BATTLE_SYSTEM,src/battle_message.c,594,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNISGLOWING - BATTLESTRINGS_TABLE_START] = sText_PkmnIsGlowing,",active_reference
local:src/battle_message.c:sText_PkmnFlewHigh,sText_PkmnFlewHigh,BATTLE_SYSTEM,src/battle_message.c,595,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNFLEWHIGH - BATTLESTRINGS_TABLE_START] = sText_PkmnFlewHigh,",active_reference
local:src/battle_message.c:sText_PkmnDugHole,sText_PkmnDugHole,BATTLE_SYSTEM,src/battle_message.c,596,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNDUGHOLE - BATTLESTRINGS_TABLE_START] = sText_PkmnDugHole,",active_reference
local:src/battle_message.c:sText_PkmnSqueezedByBind,sText_PkmnSqueezedByBind,BATTLE_SYSTEM,src/battle_message.c,597,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNSQUEEZEDBYBIND - BATTLESTRINGS_TABLE_START] = sText_PkmnSqueezedByBind,",active_reference
local:src/battle_message.c:sText_PkmnTrappedInVortex,sText_PkmnTrappedInVortex,BATTLE_SYSTEM,src/battle_message.c,598,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNTRAPPEDINVORTEX - BATTLESTRINGS_TABLE_START] = sText_PkmnTrappedInVortex,",active_reference
local:src/battle_message.c:sText_PkmnWrappedBy,sText_PkmnWrappedBy,BATTLE_SYSTEM,src/battle_message.c,599,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNWRAPPEDBY - BATTLESTRINGS_TABLE_START] = sText_PkmnWrappedBy,",active_reference
local:src/battle_message.c:sText_PkmnClamped,sText_PkmnClamped,BATTLE_SYSTEM,src/battle_message.c,600,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNCLAMPED - BATTLESTRINGS_TABLE_START] = sText_PkmnClamped,",active_reference
local:src/battle_message.c:sText_PkmnHurtBy,sText_PkmnHurtBy,BATTLE_SYSTEM,src/battle_message.c,601,gBattleStringsTable,pointer_table_entry,,left_or_dynamic,pending_call_flow_mapping,"[STRINGID_PKMNHURTBY - BATTLESTRINGS_TABLE_START] = sText_PkmnHurtBy,",active_reference
