id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,exact_raw,reconcile_decision,reconcile_reason
dlg_4da076286ddf518d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,312,BattleFrontier_OutsideWest_Text_ThisIsBattleTower,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,This is the BATTLE TOWER.\pTRAINERS bring their best-raised\nPOKéMON for elimination-style matches.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d293d85ea31ac410,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,398,BattleFrontier_OutsideWest_Text_LetsPlayRockPaperScissors,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Let's play rock, paper, scissors!\nOne, two, three!\p… … … … … …$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_4e6b1ba88c26aa8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,403,BattleFrontier_OutsideWest_Text_WonIllTakePikeChallenge,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Yay! I won!\nI will take the BATTLE PIKE challenge!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_375816a99ac50646,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,407,BattleFrontier_OutsideWest_Text_LostIllPutOffPikeChallenge,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, no…\nI lost.\pI guess I'm not very lucky today.\nI'll put off my BATTLE PIKE challenge\luntil tomorrow.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_832806197144a36d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,414,BattleFrontier_OutsideWest_Text_ChooseFishingOverBattling,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I believe I'm the only person here who,\nfor some unknown reason, would choose\lfishing over battling.\pHuh? You can't catch anything here?\nThat's disappointing…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_37416f4cd7f4de3e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,421,BattleFrontier_OutsideWest_Text_KeepBattlingUntilIGetSymbol,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Today, I'm going to keep battling, no\nmatter what, until I get a Symbol.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_70f7d28214f3e5f3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,425,BattleFrontier_OutsideWest_Text_YoureOffToChallengeDome,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Oh? You're off to challenge\nthe BATTLE DOME?\pI'll wish you the best of luck.\nLet us both win our way up and meet\lin challenges.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d4dd3870826d9aab,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,432,BattleFrontier_OutsideWest_Text_DomeIsHereGrandpa,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Grandpa, over here!\nThe BATTLE DOME is here!\lGo get 'em, Grandpa!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_31d7378ca518dc02,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,437,BattleFrontier_OutsideWest_Text_WontLetGentlemenBeatMe,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Ah, so this here is the BATTLE DOME?\nI won't let GENTLEMEN beat me!\pBut where is the entrance?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_f00a674c2fbf1027,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,442,BattleFrontier_OutsideWest_Text_NothingHereNotLongAgo,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"There used to be nothing here not all\nthat long ago.\pBut, now look at this place! Amazing!\nI'll bring my mother out to see this.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_9361b6af1a94dbd5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,448,BattleFrontier_OutsideWest_Text_FinallyArrivedAtFrontier,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I've finally arrived at the BATTLE\nFRONTIER!\pI'm sure to grab attention with\nmy looks and ability!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_016fc17740b7d20d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,454,BattleFrontier_OutsideWest_Text_SquareFilledWithToughPeople,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Munch, munch…\pIt looks like this square's filled with\ntough people.\pMunch, munch…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d26406373c97c829,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,460,BattleFrontier_OutsideWest_Text_MetOlderGirlAtPike,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Crunch, munch…\pA while back, I met this older girl\nat the BATTLE PIKE.\pShe had these eyes that were scary\nin a real ornery way.\pCrunch, munch…\pShe got all furious: “Will you quit\neating!” Then she whaled on me.\pIt was a hair-raising kind of\nscary experience, sure enough.\pCrunch, munch…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_8d64f6986d0d52ad,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,473,BattleFrontier_OutsideWest_Text_LastTimeOurEyesMet,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Huh? Will you listen to yourself?\nThat's nothing!\pWhy, the last time I cheered for him,\nour eyes met and sparks flew!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_9dc76651aa1829cc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,479,BattleFrontier_OutsideWest_Text_DomeAceLookedBecauseOfMyCheering,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Whaaaaaat?!\nPfft!\pThat only happened because\nI happened to be sitting next to you!\pThe DOME ACE only looked our way\nbecause my cheering was so loud!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_9564765556ff65a7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,487,BattleFrontier_OutsideWest_Text_DomeAceIsMine,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, shush!\nKeep that racket down!\pYou fair-weather fans should stick\nto cheering for some GYM LEADER!\pThe DOME ACE is mine!\nThe only idol for me!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_41c01c49f1a1615d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,509,BattleFrontier_OutsideWest_Text_MonWithLongTailInFrontier,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I heard a rumor that someone saw\na POKéMON with an unusually long tail\lsomewhere in the BATTLE FRONTIER.\pIt must be adorable. I'm sure of it…\pOh, challenges can wait. I feel driven\nto find the delightful creature!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_926a98202c5f6595,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,257,BattleFrontier_OutsideEast_Text_BattleTowerFeelsSpecial,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Wow!\nIt's huge!\pThe BATTLE TOWER feels special.\nIt's different from the others.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_2a48cb03a0356efb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,263,BattleFrontier_OutsideEast_Text_ConquerLeagueAndFrontier,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,My grand ambition is to conquer both\nthe BATTLE FRONTIER and the POKéMON\lLEAGUE.\pAnd if my dream comes true…\pI… I'm going to ask MIMI next door\nif she will be friends with me!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_0c06b63fd2ccdb9d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,271,BattleFrontier_OutsideEast_Text_PyramidTooHarsh,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"The BATTLE PYRAMID's too harsh!\nI just can't make it to the top!\pSince I'm out of options, maybe I can\nclimb the outside…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_4405c00648ff2c50,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,277,BattleFrontier_OutsideEast_Text_ThriveInDarkness,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I thrive in darkness…\nYes… What is worthy of me?\lNone other than the BATTLE PYRAMID…\pWhat say you to wandering in darkness\nand in utter and total desperation?$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_249698a8269f1259,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,284,BattleFrontier_OutsideEast_Text_PutTogetherUltimateTeam,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I didn't sleep for a week, but then\nI put together the ultimate team!\pI can't see myself losing, no joke.\nWe're storming the BATTLE ARENA!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_fb25e7c743d22297,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,290,BattleFrontier_OutsideEast_Text_DidScottBringYouHere,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Did SCOTT bring you here, too?\nWhat is it with that guy?\pIt sounds like he really does know\nhow to spot talented TRAINERS, but…\pI've never seen him battling in person\never.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_bfee02f2f60851b0,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,298,BattleFrontier_OutsideEast_Text_BelieveInYouBuddy,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"ZIGG!\nI believe in you, little buddy!\pI'll make my little ZIGG any favorite\ntasty treats you like if you win!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_c1640fad42f615de,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,304,BattleFrontier_OutsideEast_Text_ZigzagoonLooksVacant,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,ZIGZAGOON looks vacant…$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_cbf85d9c2f6a35bf,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,307,BattleFrontier_OutsideEast_Text_PeopleCallMeBusybody,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"People call me a busybody,\nbut I can't help it.\pYour hat's on crooked!\nOh, no, trash on the ground!\lOops, it's almost dinnertime!\pI don't know if I can stand to just\nwatch at the BATTLE PALACE…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_51d3a239a66bcddb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,322,BattleFrontier_OutsideEast_Text_FastOnBikeAndBattles,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I'm fast on my BIKE, and that goes for\nthe way I battle, too.\pI win matches in the blink of\nan eye!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_96d0af24c6269bf0,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,328,BattleFrontier_OutsideEast_Text_BetterThanDaddyAtPokemon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I'm better than my daddy\nat POKéMON.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_2a50c18e938af429,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,332,BattleFrontier_OutsideEast_Text_GoRackUpSomeWinsForDaddy,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Go on, my baby sweetie!\nGo rack up some wins for Daddy!\pYou're just like your mother,\nso you'll be dominating!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_2f4860a4237d1b29,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,338,BattleFrontier_OutsideEast_Text_HeardPrettyGirlAtBattleArena,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"It wasn't easy getting here,\nbut I'd heard about this knockout\lpretty girl at the BATTLE ARENA.\pInstead of her, do you know what\nI found?\pA whole teeming mob of sweaty,\nstinky, and primitive martial artists!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_e107ef1156b55014,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,347,BattleFrontier_OutsideEast_Text_SometimesImportantOldManInThere,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I sometimes see this really important-\nlooking old man going in there.\pHe has these really awesome POKéMON.\nHe seems really nice, though.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_7cc19ed61e0d1c77,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,353,BattleFrontier_OutsideEast_Text_LegendOfBattlePyramid,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Do you know it?\nThe legend of the BATTLE PYRAMID?\pWhen there comes a confident TRAINER\nreaching for the golden pinnacle,\lthere shall appear a man among men.\pDon't know that legend?\nWell, of course not!\lI just made it up!\pWhat's it supposed to mean?\nThat, my friend, I can't say!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_605599bc513d2a11,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,365,BattleFrontier_OutsideEast_Text_GotWipedOut,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Man! Oh man!\nI've never lost once before!\pBut I got wiped out with no saving\ngrace at all!\pAnd then I'm told I don't have any\ntalent?! Man!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_e2081df34076992a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideEast/scripts.inc,381,BattleFrontier_OutsideEast_Text_EnoughBattlePointsForDoll,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Yes!\nI've finally got enough Battle Points!\pI guess I'll trade for another giant\nplush DOLL!$,NEEDS_TRANSLATION,exact current target remains untranslated
