id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,exact_raw,reconcile_decision,reconcile_reason,english_raw,thai,translation_status
dlg_4da076286ddf518d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,310,BattleFrontier_OutsideWest_Text_ThisIsBattleTower,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,This is the BATTLE TOWER.\pTRAINERS bring their best-raised\nPOKéMON for elimination-style matches.$,NEEDS_TRANSLATION,exact current target remains untranslated,This is the BATTLE TOWER.\pTRAINERS bring their best-raised\nPOKéMON for elimination-style matches.$,นี่คือแบทเทิลทาวเวอร์.\pเทรนเนอร์จะนำโปเกมอนที่ฝึกมา\nอย่างดีที่สุดมาประลองแบบคัดออก.$,TRANSLATED
dlg_41e6fb53d6ca7963,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,357,BattleFrontier_OutsideWest_Text_GotSeasickOnWayHere,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I wanted to take a challenge as soon\nas I arrived here.\pBut on the way, I got seasick…\nUrrrrp…$",NEEDS_TRANSLATION,exact current target remains untranslated,"I wanted to take a challenge as soon\nas I arrived here.\pBut on the way, I got seasick…\nUrrrrp…$",ฉันอยากท้าประลองทันที\nที่มาถึงที่นี่.\pแต่ระหว่างทางดันเมาเรือ…\nอุ๊บ…$,TRANSLATED
dlg_80ab80e79f47f442,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,366,BattleFrontier_OutsideWest_Text_SureWeCanChallengeWithNoMons,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hey, bro…\pAre you sure we can make challenges\neven if we don't have any POKéMON?$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hey, bro…\pAre you sure we can make challenges\neven if we don't have any POKéMON?$",นี่ พี่…\pแน่ใจนะว่าเราจะเข้าท้าประลองได้\nทั้งที่ไม่มีโปเกมอนเลย?$,TRANSLATED
dlg_4788fed8c53927c6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,371,BattleFrontier_OutsideWest_Text_BigGuySaidIllLendYouMons,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Uh…\nI'm sure it'll be okay.\pI think…\pBut remember that big scary guy?\nHe said, “I'll lend you POKéMON!”$",NEEDS_TRANSLATION,exact current target remains untranslated,"Uh…\nI'm sure it'll be okay.\pI think…\pBut remember that big scary guy?\nHe said, “I'll lend you POKéMON!”$",เอ่อ…\nน่าจะไม่เป็นไรหรอก.\pคิดว่านะ…\pจำผู้ชายตัวใหญ่หน้ากลัวคนนั้นได้ไหม?\nเขาบอกว่า “จะให้ยืมโปเกมอน!”$,TRANSLATED
dlg_0b6c4de8fdb3618f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,378,BattleFrontier_OutsideWest_Text_WhosRaisingThoseRentalMons,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,That's the BATTLE FACTORY.\nYou can rent strong POKéMON there.\pBut it makes me wonder.\nWho's raising those rental POKéMON?$,NEEDS_TRANSLATION,exact current target remains untranslated,That's the BATTLE FACTORY.\nYou can rent strong POKéMON there.\pBut it makes me wonder.\nWho's raising those rental POKéMON?$,นั่นคือแบทเทิลแฟกทอรี.\nที่นั่นยืมโปเกมอนเก่ง ๆ ได้.\pแต่ก็อดสงสัยไม่ได้.\nใครเป็นคนเลี้ยงโปเกมอนให้เช่าพวกนั้นนะ?$,TRANSLATED
dlg_f480d15a815e4c9d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,384,BattleFrontier_OutsideWest_Text_ScaredOfPikeBecauseSeviper,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I'm scared of going into the BATTLE\nPIKE because of SEVIPER…\pB-but I came all the way here, so I will\ntry to conquer everything!\l…Shudder…$",NEEDS_TRANSLATION,exact current target remains untranslated,"I'm scared of going into the BATTLE\nPIKE because of SEVIPER…\pB-but I came all the way here, so I will\ntry to conquer everything!\l…Shudder…$",ฉันกลัวเข้าแบทเทิลไพค์\nเพราะเซเวิปเปอร์…\pต-แต่ไหน ๆ ก็มาถึงแล้ว ฉันจะ\nพิชิตทุกอย่างให้ได้!\l…สั่น…$,TRANSLATED
dlg_d293d85ea31ac410,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,391,BattleFrontier_OutsideWest_Text_LetsPlayRockPaperScissors,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Let's play rock, paper, scissors!\nOne, two, three!\p… … … … … …$",NEEDS_TRANSLATION,exact current target remains untranslated,"Let's play rock, paper, scissors!\nOne, two, three!\p… … … … … …$",มาเป่ายิ้งฉุบกัน!\nหนึ่ง สอง สาม!\p… … … … … …$,TRANSLATED
dlg_4e6b1ba88c26aa8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,396,BattleFrontier_OutsideWest_Text_WonIllTakePikeChallenge,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Yay! I won!\nI will take the BATTLE PIKE challenge!$,NEEDS_TRANSLATION,exact current target remains untranslated,Yay! I won!\nI will take the BATTLE PIKE challenge!$,เย้! ฉันชนะ!\nฉันจะไปท้าแบทเทิลไพค์!$,TRANSLATED
dlg_375816a99ac50646,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,400,BattleFrontier_OutsideWest_Text_LostIllPutOffPikeChallenge,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, no…\nI lost.\pI guess I'm not very lucky today.\nI'll put off my BATTLE PIKE challenge\luntil tomorrow.$",NEEDS_TRANSLATION,exact current target remains untranslated,"Oh, no…\nI lost.\pI guess I'm not very lucky today.\nI'll put off my BATTLE PIKE challenge\luntil tomorrow.$",ไม่นะ…\nฉันแพ้แล้ว.\pวันนี้คงดวงไม่ดีเท่าไร.\nเอาไว้พรุ่งนี้ค่อยท้าแบทเทิลไพค์\lก็แล้วกัน.$,TRANSLATED
dlg_832806197144a36d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,407,BattleFrontier_OutsideWest_Text_ChooseFishingOverBattling,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I believe I'm the only person here who,\nfor some unknown reason, would choose\lfishing over battling.\pHuh? You can't catch anything here?\nThat's disappointing…$",NEEDS_TRANSLATION,exact current target remains untranslated,"I believe I'm the only person here who,\nfor some unknown reason, would choose\lfishing over battling.\pHuh? You can't catch anything here?\nThat's disappointing…$",ฉันคงเป็นคนเดียวที่นี่ที่\nไม่รู้ทำไมถึงเลือกตกปลา\lแทนการต่อสู้.\pหา? ที่นี่ตกอะไรไม่ได้เลย?\nน่าผิดหวังจัง…$,TRANSLATED
dlg_37416f4cd7f4de3e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,414,BattleFrontier_OutsideWest_Text_KeepBattlingUntilIGetSymbol,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Today, I'm going to keep battling, no\nmatter what, until I get a Symbol.$",NEEDS_TRANSLATION,exact current target remains untranslated,"Today, I'm going to keep battling, no\nmatter what, until I get a Symbol.$",วันนี้ฉันจะสู้ต่อไป\nไม่ว่าจะยังไง จนกว่าจะได้สัญลักษณ์.$,TRANSLATED
dlg_70f7d28214f3e5f3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,418,BattleFrontier_OutsideWest_Text_YoureOffToChallengeDome,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Oh? You're off to challenge\nthe BATTLE DOME?\pI'll wish you the best of luck.\nLet us both win our way up and meet\lin challenges.$,NEEDS_TRANSLATION,exact current target remains untranslated,Oh? You're off to challenge\nthe BATTLE DOME?\pI'll wish you the best of luck.\nLet us both win our way up and meet\lin challenges.$,โอ้? กำลังจะไปท้า\nแบทเทิลโดมเหรอ?\pขอให้โชคดีนะ.\nเรามาชนะต่อไปแล้วพบกัน\lในการท้าประลองเถอะ.$,TRANSLATED
dlg_d4dd3870826d9aab,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,425,BattleFrontier_OutsideWest_Text_DomeIsHereGrandpa,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Grandpa, over here!\nThe BATTLE DOME is here!\lGo get 'em, Grandpa!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Grandpa, over here!\nThe BATTLE DOME is here!\lGo get 'em, Grandpa!$",คุณปู่ ทางนี้!\nแบทเทิลโดมอยู่นี่!\lสู้เขานะ คุณปู่!$,TRANSLATED
dlg_31d7378ca518dc02,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,430,BattleFrontier_OutsideWest_Text_WontLetGentlemenBeatMe,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Ah, so this here is the BATTLE DOME?\nI won't let GENTLEMEN beat me!\pBut where is the entrance?$",NEEDS_TRANSLATION,exact current target remains untranslated,"Ah, so this here is the BATTLE DOME?\nI won't let GENTLEMEN beat me!\pBut where is the entrance?$",อ้อ ที่นี่คือแบทเทิลโดมสินะ?\nฉันไม่ยอมแพ้พวกสุภาพบุรุษหรอก!\pแต่ทางเข้าอยู่ไหนล่ะ?$,TRANSLATED
dlg_f00a674c2fbf1027,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,435,BattleFrontier_OutsideWest_Text_NothingHereNotLongAgo,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"There used to be nothing here not all\nthat long ago.\pBut, now look at this place! Amazing!\nI'll bring my mother out to see this.$",NEEDS_TRANSLATION,exact current target remains untranslated,"There used to be nothing here not all\nthat long ago.\pBut, now look at this place! Amazing!\nI'll bring my mother out to see this.$",เมื่อไม่นานมานี้ที่นี่ยัง\nไม่มีอะไรเลย.\pแต่ดูตอนนี้สิ! สุดยอด!\nคราวหน้าจะพาแม่มาดูด้วย.$,TRANSLATED
dlg_9361b6af1a94dbd5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,441,BattleFrontier_OutsideWest_Text_FinallyArrivedAtFrontier,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I've finally arrived at the BATTLE\nFRONTIER!\pI'm sure to grab attention with\nmy looks and ability!$,NEEDS_TRANSLATION,exact current target remains untranslated,I've finally arrived at the BATTLE\nFRONTIER!\pI'm sure to grab attention with\nmy looks and ability!$,ในที่สุดก็มาถึง\nแบทเทิลฟรอนเทียร์!\pฉันต้องสะดุดตาทุกคนแน่\nด้วยหน้าตาและฝีมือของฉัน!$,TRANSLATED
dlg_016fc17740b7d20d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,447,BattleFrontier_OutsideWest_Text_SquareFilledWithToughPeople,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Munch, munch…\pIt looks like this square's filled with\ntough people.\pMunch, munch…$",NEEDS_TRANSLATION,exact current target remains untranslated,"Munch, munch…\pIt looks like this square's filled with\ntough people.\pMunch, munch…$",ง่ำ ง่ำ…\pดูเหมือนลานนี้จะเต็มไปด้วย\nคนเก่ง ๆ เลยนะ.\pง่ำ ง่ำ…$,TRANSLATED
dlg_d26406373c97c829,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,453,BattleFrontier_OutsideWest_Text_MetOlderGirlAtPike,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Crunch, munch…\pA while back, I met this older girl\nat the BATTLE PIKE.\pShe had these eyes that were scary\nin a real ornery way.\pCrunch, munch…\pShe got all furious: “Will you quit\neating!” Then she whaled on me.\pIt was a hair-raising kind of\nscary experience, sure enough.\pCrunch, munch…$",NEEDS_TRANSLATION,exact current target remains untranslated,"Crunch, munch…\pA while back, I met this older girl\nat the BATTLE PIKE.\pShe had these eyes that were scary\nin a real ornery way.\pCrunch, munch…\pShe got all furious: “Will you quit\neating!” Then she whaled on me.\pIt was a hair-raising kind of\nscary experience, sure enough.\pCrunch, munch…$",กร้วม ง่ำ…\pก่อนหน้านี้ฉันเจอพี่สาวคนหนึ่ง\nที่แบทเทิลไพค์.\pสายตาของเธอน่ากลัว\nแบบเอาเรื่องสุด ๆ.\pกร้วม ง่ำ…\pเธอโกรธจัดว่า “หยุดกินสักที!”\nแล้วก็ซัดฉันเข้าให้.\pเป็นประสบการณ์น่ากลัวจน\nขนลุกเลยล่ะ.\pกร้วม ง่ำ…$,TRANSLATED
dlg_8d64f6986d0d52ad,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,466,BattleFrontier_OutsideWest_Text_LastTimeOurEyesMet,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Huh? Will you listen to yourself?\nThat's nothing!\pWhy, the last time I cheered for him,\nour eyes met and sparks flew!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Huh? Will you listen to yourself?\nThat's nothing!\pWhy, the last time I cheered for him,\nour eyes met and sparks flew!$",หา? ฟังตัวเองพูดเข้าสิ!\nแค่นั้นไม่เห็นมีอะไรเลย!\pครั้งก่อนที่ฉันเชียร์เขา\nเราสบตากันจนเหมือนมีประกายไฟเลยนะ!$,TRANSLATED
dlg_9dc76651aa1829cc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,472,BattleFrontier_OutsideWest_Text_DomeAceLookedBecauseOfMyCheering,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Whaaaaaat?!\nPfft!\pThat only happened because\nI happened to be sitting next to you!\pThe DOME ACE only looked our way\nbecause my cheering was so loud!$,NEEDS_TRANSLATION,exact current target remains untranslated,Whaaaaaat?!\nPfft!\pThat only happened because\nI happened to be sitting next to you!\pThe DOME ACE only looked our way\nbecause my cheering was so loud!$,ว่าไงนะ?!\nเชอะ!\pที่เป็นแบบนั้นก็เพราะ\nฉันบังเอิญนั่งข้างเธอต่างหาก!\pโดมเอซมองมาทางเรา\nเพราะเสียงเชียร์ฉันดังที่สุด!$,TRANSLATED
dlg_9564765556ff65a7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,480,BattleFrontier_OutsideWest_Text_DomeAceIsMine,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, shush!\nKeep that racket down!\pYou fair-weather fans should stick\nto cheering for some GYM LEADER!\pThe DOME ACE is mine!\nThe only idol for me!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Oh, shush!\nKeep that racket down!\pYou fair-weather fans should stick\nto cheering for some GYM LEADER!\pThe DOME ACE is mine!\nThe only idol for me!$",โอ๊ย เงียบเถอะ!\nลดเสียงหน่อย!\pแฟนตามกระแสอย่างพวกเธอ\nไปเชียร์ยิมลีดเดอร์เถอะ!\pโดมเอซเป็นของฉัน!\nเป็นไอดอลคนเดียวของฉัน!$,TRANSLATED
dlg_41c01c49f1a1615d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_OutsideWest/scripts.inc,491,BattleFrontier_OutsideWest_Text_MonWithLongTailInFrontier,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"I heard a rumor that someone saw\na POKéMON with an unusually long tail\lsomewhere in the BATTLE FRONTIER.\pIt must be adorable. I'm sure of it…\pOh, challenges can wait. I feel driven\nto find the delightful creature!$",NEEDS_TRANSLATION,exact current target remains untranslated,"I heard a rumor that someone saw\na POKéMON with an unusually long tail\lsomewhere in the BATTLE FRONTIER.\pIt must be adorable. I'm sure of it…\pOh, challenges can wait. I feel driven\nto find the delightful creature!$",ฉันได้ยินข่าวลือว่ามีคนเห็น\nโปเกมอนหางยาวผิดปกติ\lที่ไหนสักแห่งในแบทเทิลฟรอนเทียร์.\pต้องน่ารักแน่ ๆ ฉันมั่นใจ…\pเรื่องท้าประลองไว้ทีหลัง ตอนนี้ฉัน\nอยากตามหาเจ้าตัวน่ารักนั้นก่อน!$,TRANSLATED
