id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,exact_raw,reconcile_decision,reconcile_reason
dlg_c4e24eb6129ce649,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge4/scripts.inc,15,BattleFrontier_Lounge4_Text_WonderIfInterviewsAiring,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I wonder if they'll be airing interviews\nwith tough TRAINERS today?$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_2f703dcc8a4ae762,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,94,BattleFrontier_Lounge5_Text_NatureGirlRelaxed,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will hit back!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_9118dff70c63625a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,100,BattleFrontier_Lounge5_Text_NatureGirlImpish,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will worry about itself!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_8dc825d700047083,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,106,BattleFrontier_Lounge5_Text_NatureGirlLax,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_038b5772768e85bb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,112,BattleFrontier_Lounge5_Text_NatureGirlTimid,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_c8ae63cbd76df5e1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,118,BattleFrontier_Lounge5_Text_NatureGirlHasty,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to battle!\nIt will battle even if it has a lot\lof ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_594386c2d1d214b4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,124,BattleFrontier_Lounge5_Text_NatureGirlSerious,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_8eae152d13d05480,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,130,BattleFrontier_Lounge5_Text_NatureGirlJolly,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will worry about itself!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_99fd9d5b63284a39,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,136,BattleFrontier_Lounge5_Text_NatureGirlModest,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself whether\lor not it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_4ae4f4a7cd317c18,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,142,BattleFrontier_Lounge5_Text_NatureGirlMild,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d1c8bb06fc320f34,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,148,BattleFrontier_Lounge5_Text_NatureGirlBashful,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_493c63ba66afecb5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,154,BattleFrontier_Lounge5_Text_NatureGirlRash,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_238a9d1d740fad3d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,160,BattleFrontier_Lounge5_Text_NatureGirlCalm,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_5b82e036406a279e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,166,BattleFrontier_Lounge5_Text_NatureGirlGentle,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will hit back!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_ccad1d654b818839,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,172,BattleFrontier_Lounge5_Text_NatureGirlSassy,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_6745ace8340d8bc1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,178,BattleFrontier_Lounge5_Text_NatureGirlCareful,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_ed9fc0b7c3f3cc13,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,184,BattleFrontier_Lounge5_Text_NatureGirlEgg,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,That's silly! An EGG is asleep!\nI can't talk to it!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_c6badbeb18f3fddc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,188,BattleFrontier_Lounge5_Text_LadyClaimsSheUnderstandsPokemon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,How charming!\nThat little lady claims she can\lunderstand POKéMON!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_c7ca667012f513e7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,193,BattleFrontier_Lounge5_Text_GirlSayingSomethingProfound,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I have this feeling that the little girl\nis saying something profound.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d1d44d2dbaee08e6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,197,BattleFrontier_Lounge5_Text_GirlPlaysAtRedHouseALot,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I know something!\pThat little girl plays at the red house\na lot!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_069f1b2fab06ddf2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,45,BattleFrontier_Lounge6_Text_WouldYouLikeToTrade,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"My POKéMON is a {STR_VAR_2}.\nDo you know it?\lIt's quite cute and rather nice.\pThis little one, I could trade with\npride!\pWould you like to trade me a {STR_VAR_1}\nfor my {STR_VAR_2}?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_3d76e10b1e28dba8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,54,BattleFrontier_Lounge6_Text_PromiseIllBeGoodToIt,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, it's adorable!\nThank you!\lI promise I'll be good to it!\pOh! I hope you'll be good to\nmy {STR_VAR_2}, too!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_ecb4d9fef03d4803,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,61,BattleFrontier_Lounge6_Text_DontTradeForAnythingButMon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, I'm sorry!\nI don't intend to trade for anything\lbut a {STR_VAR_1}.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_557d0dd6d9edaa8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,66,BattleFrontier_Lounge6_Text_WellThatsFineToo,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, you won't?\nWell, that's fine, too.\lPlease come visit us again.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_ef244c9a0169d4b3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,71,BattleFrontier_Lounge6_Text_SkittySoMuchCuterThanImagined,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Giggle!\nA SKITTY is so much cuter than I had\limagined. I'm delighted!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_388638c8014f9d98,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,284,BattleFrontier_Lounge7_Text_LeftTutorIntro,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Buhahaha!\pYou couldn't tell it from looking now,\nbut I used to be one tough TRAINER.\pI had a reputation as the toughest\nBEAUTY around, I tell you!\p… … … … … …\pWhat is it now?\nYou don't believe me.\pI'm not like that blowhard woman over\nthere. I'm actually talented!\pLet me prove it to you.\nI can teach your POKéMON special and\lyet cute moves.\pBut my lessons don't come free.\nHow about paying for the moves I teach\lwith a wee bit of Battle Points?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_07719a4960c8eb92,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,302,BattleFrontier_Lounge7_Text_LeftTutorWelcomeBack,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Buhahaha!\pAre you back to learn special and\nyet cute POKéMON moves?$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_4469bf5d0b770217,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,307,BattleFrontier_Lounge7_Text_TeachWhichMove,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Fine, fine, look here!\nWhich move should I teach?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_e8a22e984a618ce0,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,311,BattleFrontier_Lounge7_Text_MoveWillBeXBattlePoints,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"The move {STR_VAR_1}, is it?\nThat will be {STR_VAR_2} Battle Points, okay?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_d3c7441304d5dc31,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,315,BattleFrontier_Lounge7_Text_TeachMoveToWhichMon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Fine, fine, now pick the POKéMON\nI should teach the move to.$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_5d59f0b78e551a61,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,319,BattleFrontier_Lounge7_Text_HaventGotEnoughPoints,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,What the…\nYou haven't got enough Battle Points!$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_dfe248d514ad7d75,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,323,BattleFrontier_Lounge7_Text_IllTakeBattlePoints,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Do you see how skilled I am now?\nI'll take your Battle Points, thanks!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_09eb4f09e683b589,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,327,BattleFrontier_Lounge7_Text_YouDontWantTo,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"What's that?\nYou don't want to…\pIf you want to see how skilled I am,\nyou come see me anytime!$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_50e61d930e4aa500,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,333,BattleFrontier_Lounge7_Text_RightTutorIntro,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Ihihihi!\pI know it's hard to see now, but I used\nto be one fantastic TRAINER.\pI had a reputation as the most\ninvincible SWIMMER around, I tell you!\p… … … … … …\pWhat's wrong?\nYou don't believe me.\pI'm not like that buffoonish woman over\nthere. I'm actually experienced!\pI can prove it to you.\nI can teach your POKéMON hard and\lyet pretty moves.\pBut my lessons don't come free.\nHow about paying for the moves I teach\lwith a wee bit of Battle Points?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_1fee619f411ce223,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,351,BattleFrontier_Lounge7_Text_RightTutorWelcomeBack,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Ihihihi!\pHave you come to learn hard and\nyet pretty POKéMON moves?$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_3cae0e29f9c6de59,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,356,BattleFrontier_Lounge7_Text_ThinkLadiesDontGetAlong,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Those ladies, the way they bad-mouth\neach other, you probably think that\lthey don't get along.\pBut if that were true, they wouldn't\nstay out here together, would they?$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_ceef8670951739de,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,363,BattleFrontier_Lounge7_Text_LadiesWereStrongAndBeautiful,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"When I was just a wee YOUNGSTER,\nthose ladies were strong and beautiful.\pThey were idols among us TRAINERS.\pEven now, age hasn't dulled their\nabilities.\pIn fact, their POKéMON moves have\ngrown even more polished.\pBut… For some reason, I can't help\nbut feel this…\pTime is so cruel…$",NEEDS_TRANSLATION,exact current target remains untranslated
dlg_83a5cfeaef2186b5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,375,BattleFrontier_Lounge7_Text_SoftboiledDesc,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Recovers up to\nhalf the user's\nmaximum HP.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_74e89caf258b639f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,380,BattleFrontier_Lounge7_Text_SeismicTossDesc,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Inflicts damage\nidentical to the\nuser's level.$,NEEDS_TRANSLATION,exact current target remains untranslated
dlg_7de0d2bd5ef9f124,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge7/scripts.inc,385,BattleFrontier_Lounge7_Text_DreamEaterDesc,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Recovers half the\ndamage inflicted\non a sleeping foe.$,NEEDS_TRANSLATION,exact current target remains untranslated
