id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,selected_group,decision,english_raw,reconcile_decision,evidence,final_decision,final_reason,closure_status,closure_note,canonical_decision,canonical_reason,scope_approval
dlg_5f721c7d28d07509,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1654,gText_ContestLady_Beauty,1 Shared System / UI,TRANSLATE_SELECTED,beauty,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_c127bfdddf14cf89,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1655,gText_ContestLady_Cuteness,1 Shared System / UI,TRANSLATE_SELECTED,cuteness,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_84d58f8cbbe28b37,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1656,gText_ContestLady_Smartness,1 Shared System / UI,TRANSLATE_SELECTED,smartness,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_476fc1898de6230f,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1657,gText_ContestLady_Toughness,1 Shared System / UI,TRANSLATE_SELECTED,toughness,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_6d003ea507d8eae4,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1658,gText_QuizLady_Lady,1 Shared System / UI,TRANSLATE_SELECTED,Lady,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_24d15cddc03a4c71,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1659,gText_FavorLady_Slippery,1 Shared System / UI,TRANSLATE_SELECTED,slippery,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_b366be06c3f35301,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1660,gText_FavorLady_Roundish,1 Shared System / UI,TRANSLATE_SELECTED,roundish,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_00e50bd2b9e98538,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1661,gText_FavorLady_Whamish,1 Shared System / UI,TRANSLATE_SELECTED,wham-ish,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_e55daeea0667d5bd,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1662,gText_FavorLady_Shiny,1 Shared System / UI,TRANSLATE_SELECTED,shiny,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_2c397ff7afbc5c24,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1663,gText_FavorLady_Sticky,1 Shared System / UI,TRANSLATE_SELECTED,sticky,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
dlg_19c8bd2057724c07,system,Unclassified,system,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/strings.c,1664,gText_FavorLady_Pointy,1 Shared System / UI,TRANSLATE_SELECTED,pointy,REVIEW_ACTIONABLE,,NOT_APPLICABLE,deferred Group 8 Special NPC systems,DONE,Group 8 CLOSED: translated/applied/build-passed; runtime QA OPTIONAL/WAIVED.,TRANSLATE_REQUIRED,Approved player-visible gameplay/dialogue term requiring Thai localization.,APPROVED
