id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,exact_raw,reconcile_decision,reconcile_reason,english_raw,thai,translation_status
dlg_c4e24eb6129ce649,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge4/scripts.inc,16,BattleFrontier_Lounge4_Text_WonderIfInterviewsAiring,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I wonder if they'll be airing interviews\nwith tough TRAINERS today?$,NEEDS_TRANSLATION,exact current target remains untranslated,I wonder if they'll be airing interviews\nwith tough TRAINERS today?$,วันนี้จะมีรายการสัมภาษณ์\nเทรนเนอร์เก่ง ๆ ออกอากาศไหมนะ?$,TRANSLATED
dlg_2f703dcc8a4ae762,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,95,BattleFrontier_Lounge5_Text_NatureGirlRelaxed,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will hit back!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will hit back!$",อืม…\pตัวนี้บอกว่าชอบใช้ลูกเล่น!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาเอาคืน!$,TRANSLATED
dlg_9118dff70c63625a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,101,BattleFrontier_Lounge5_Text_NatureGirlImpish,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will worry about itself!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will worry about itself!$",อืม…\pตัวนี้บอกว่าชอบสู้!\nแต่ถ้าเจ็บมากพอ\lก็จะเริ่มห่วงตัวเอง!$,TRANSLATED
dlg_8dc825d700047083,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,107,BattleFrontier_Lounge5_Text_NatureGirlLax,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบใช้ลูกเล่น!\nต่อให้เจ็บมาก ๆ\lก็ยังใช้ลูกเล่นเหมือนเดิม!$,TRANSLATED
dlg_038b5772768e85bb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,113,BattleFrontier_Lounge5_Text_NatureGirlTimid,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",อืม…\pตัวนี้บอกว่าชอบสู้!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาใช้ลูกเล่น!$,TRANSLATED
dlg_c8ae63cbd76df5e1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,119,BattleFrontier_Lounge5_Text_NatureGirlHasty,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to battle!\nIt will battle even if it has a lot\lof ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it likes to battle!\nIt will battle even if it has a lot\lof ouchies!$,อืม…\pตัวนี้บอกว่าชอบสู้!\nถึงจะเจ็บมาก ๆ\lก็ยังสู้ต่อ!$,TRANSLATED
dlg_594386c2d1d214b4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,125,BattleFrontier_Lounge5_Text_NatureGirlSerious,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบใช้ลูกเล่น!\nต่อให้เจ็บมาก ๆ\lก็ยังใช้ลูกเล่นเหมือนเดิม!$,TRANSLATED
dlg_8eae152d13d05480,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,131,BattleFrontier_Lounge5_Text_NatureGirlJolly,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will worry about itself!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it likes to be sneaky!\nBut if it gets enough ouchies,\lit will worry about itself!$",อืม…\pตัวนี้บอกว่าชอบใช้ลูกเล่น!\nแต่ถ้าเจ็บมากพอ\lก็จะเริ่มห่วงตัวเอง!$,TRANSLATED
dlg_99fd9d5b63284a39,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,137,BattleFrontier_Lounge5_Text_NatureGirlModest,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself whether\lor not it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself whether\lor not it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nไม่ว่าจะเจ็บมากหรือไม่\lก็ยังคอยห่วงตัวเองอยู่!$,TRANSLATED
dlg_4ae4f4a7cd317c18,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,143,BattleFrontier_Lounge5_Text_NatureGirlMild,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาใช้ลูกเล่น!$,TRANSLATED
dlg_d1c8bb06fc320f34,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,149,BattleFrontier_Lounge5_Text_NatureGirlBashful,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nถึงจะเจ็บมาก ๆ\lก็ยังคอยห่วงตัวเองอยู่!$,TRANSLATED
dlg_493c63ba66afecb5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,155,BattleFrontier_Lounge5_Text_NatureGirlRash,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it likes to be sneaky!\nIt says it likes to be sneaky even\lif it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบใช้ลูกเล่น!\nต่อให้เจ็บมาก ๆ\lก็ยังใช้ลูกเล่นเหมือนเดิม!$,TRANSLATED
dlg_238a9d1d740fad3d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,161,BattleFrontier_Lounge5_Text_NatureGirlCalm,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,NEEDS_TRANSLATION,exact current target remains untranslated,Hmhm…\pThis one says it looks after itself!\nIt says it worries about itself even\lif it has a lot of ouchies!$,อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nถึงจะเจ็บมาก ๆ\lก็ยังคอยห่วงตัวเองอยู่!$,TRANSLATED
dlg_5b82e036406a279e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,167,BattleFrontier_Lounge5_Text_NatureGirlGentle,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will hit back!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will hit back!$",อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาเอาคืน!$,TRANSLATED
dlg_ccad1d654b818839,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,173,BattleFrontier_Lounge5_Text_NatureGirlSassy,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it likes to battle!\nBut if it gets enough ouchies,\lit will turn sneaky!$",อืม…\pตัวนี้บอกว่าชอบสู้!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาใช้ลูกเล่น!$,TRANSLATED
dlg_6745ace8340d8bc1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,179,BattleFrontier_Lounge5_Text_NatureGirlCareful,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Hmhm…\pThis one says it looks after itself!\nBut if it gets enough ouchies,\lit will turn sneaky!$",อืม…\pตัวนี้บอกว่าชอบดูแลตัวเอง!\nแต่ถ้าเจ็บมากพอ\lก็จะหันมาใช้ลูกเล่น!$,TRANSLATED
dlg_ed9fc0b7c3f3cc13,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,185,BattleFrontier_Lounge5_Text_NatureGirlEgg,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,That's silly! An EGG is asleep!\nI can't talk to it!$,NEEDS_TRANSLATION,exact current target remains untranslated,That's silly! An EGG is asleep!\nI can't talk to it!$,แบบนั้นไม่ได้สิ! ไข่กำลังหลับอยู่!\nฉันคุยกับมันไม่ได้หรอก!$,TRANSLATED
dlg_c6badbeb18f3fddc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,189,BattleFrontier_Lounge5_Text_LadyClaimsSheUnderstandsPokemon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,How charming!\nThat little lady claims she can\lunderstand POKéMON!$,NEEDS_TRANSLATION,exact current target remains untranslated,How charming!\nThat little lady claims she can\lunderstand POKéMON!$,น่ารักจริง ๆ!\nเด็กผู้หญิงตัวน้อยคนนั้นบอกว่า\lเข้าใจภาษาโปเกมอนด้วยนะ!$,TRANSLATED
dlg_c7ca667012f513e7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,194,BattleFrontier_Lounge5_Text_GirlSayingSomethingProfound,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I have this feeling that the little girl\nis saying something profound.$,NEEDS_TRANSLATION,exact current target remains untranslated,I have this feeling that the little girl\nis saying something profound.$,ฉันรู้สึกว่าเด็กคนนั้น\nกำลังพูดอะไรที่ลึกซึ้งมากเลย.$,TRANSLATED
dlg_d1d44d2dbaee08e6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge5/scripts.inc,198,BattleFrontier_Lounge5_Text_GirlPlaysAtRedHouseALot,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,I know something!\pThat little girl plays at the red house\na lot!$,NEEDS_TRANSLATION,exact current target remains untranslated,I know something!\pThat little girl plays at the red house\na lot!$,ฉันรู้อะไรอย่างหนึ่ง!\pเด็กคนนั้นไปเล่นที่บ้านสีแดง\nบ่อยมากเลย!$,TRANSLATED
dlg_069f1b2fab06ddf2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,46,BattleFrontier_Lounge6_Text_WouldYouLikeToTrade,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"My POKéMON is a {STR_VAR_2}.\nDo you know it?\lIt's quite cute and rather nice.\pThis little one, I could trade with\npride!\pWould you like to trade me a {STR_VAR_1}\nfor my {STR_VAR_2}?$",NEEDS_TRANSLATION,exact current target remains untranslated,"My POKéMON is a {STR_VAR_2}.\nDo you know it?\lIt's quite cute and rather nice.\pThis little one, I could trade with\npride!\pWould you like to trade me a {STR_VAR_1}\nfor my {STR_VAR_2}?$",โปเกมอนของฉันคือ {STR_VAR_2}.\nรู้จักไหม?\lน่ารักแล้วก็นิสัยดีมากเลยนะ.\pเจ้าตัวนี้ ฉันภูมิใจพอที่จะ\nยอมแลกให้เลย!\pเอา {STR_VAR_1} ของเธอ\nมาแลกกับ {STR_VAR_2} ของฉันไหม?$,TRANSLATED
dlg_3d76e10b1e28dba8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,55,BattleFrontier_Lounge6_Text_PromiseIllBeGoodToIt,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, it's adorable!\nThank you!\lI promise I'll be good to it!\pOh! I hope you'll be good to\nmy {STR_VAR_2}, too!$",NEEDS_TRANSLATION,exact current target remains untranslated,"Oh, it's adorable!\nThank you!\lI promise I'll be good to it!\pOh! I hope you'll be good to\nmy {STR_VAR_2}, too!$",โอ้ น่ารักจัง!\nขอบคุณนะ!\lฉันสัญญาว่าจะดูแลอย่างดี!\pโอ้! แล้วก็ช่วยดูแล\n{STR_VAR_2} ของฉันให้ดีด้วยนะ!$,TRANSLATED
dlg_ecb4d9fef03d4803,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,62,BattleFrontier_Lounge6_Text_DontTradeForAnythingButMon,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, I'm sorry!\nI don't intend to trade for anything\lbut a {STR_VAR_1}.$",NEEDS_TRANSLATION,exact current target remains untranslated,"Oh, I'm sorry!\nI don't intend to trade for anything\lbut a {STR_VAR_1}.$",โอ้ ขอโทษนะ!\nฉันตั้งใจจะแลกกับ\l{STR_VAR_1} เท่านั้น.$,TRANSLATED
dlg_557d0dd6d9edaa8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/BattleFrontier_Lounge6/scripts.inc,67,BattleFrontier_Lounge6_Text_WellThatsFineToo,GROUP7_SELECTED,,GROUP7_EXPLICIT_FACILITY,Explicit Battle Frontier/Battle Tent facility source or facility-specific shared string,"Oh, you won't?\nWell, that's fine, too.\lPlease come visit us again.$",NEEDS_TRANSLATION,exact current target remains untranslated,"Oh, you won't?\nWell, that's fine, too.\lPlease come visit us again.$",อ้อ ไม่แลกเหรอ?\nไม่เป็นไรจ้ะ.\lไว้แวะมาหาเราอีกนะ.$,TRANSLATED
