id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source
dlg_d86ee7fb78d04186,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B1F/scripts.inc,131,AquaHideout_B1F_Text_Grunt3PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B1F/scripts.inc::AquaHideout_B1F_Text_Grunt3PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_af290f764e8fd63a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B1F/scripts.inc,144,AquaHideout_B1F_Text_Grunt5PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B1F/scripts.inc::AquaHideout_B1F_Text_Grunt5PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_75b1199d8b87b167,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B1F/scripts.inc,157,AquaHideout_B1F_Text_Grunt7PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B1F/scripts.inc::AquaHideout_B1F_Text_Grunt7PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b13c4d9e2a1feba7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B2F/scripts.inc,107,AquaHideout_B2F_Text_MattPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B2F/scripts.inc::AquaHideout_B2F_Text_MattPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_42a69ad295141147,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B2F/scripts.inc,125,AquaHideout_B2F_Text_Grunt4PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B2F/scripts.inc::AquaHideout_B2F_Text_Grunt4PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_25d46ff126e68da4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B2F/scripts.inc,141,AquaHideout_B2F_Text_Grunt6PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B2F/scripts.inc::AquaHideout_B2F_Text_Grunt6PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_a3fd6103867f76b3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/AquaHideout_B2F/scripts.inc,156,AquaHideout_B2F_Text_Grunt8PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/AquaHideout_B2F/scripts.inc::AquaHideout_B2F_Text_Grunt8PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_1be5902769f98d9e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,311,DewfordTown_Gym_Text_TakaoPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_TakaoPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_51f27ead662a008e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,324,DewfordTown_Gym_Text_JocelynPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_JocelynPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_82c2904aa0ab4518,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,339,DewfordTown_Gym_Text_LauraPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_LauraPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_f07497a6f5e36c7b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,353,DewfordTown_Gym_Text_LilithPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_LilithPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_79a5018d68b37958,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,365,DewfordTown_Gym_Text_BrendenPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_BrendenPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_052ff3e0c618df75,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/DewfordTown_Gym/scripts.inc,377,DewfordTown_Gym_Text_CristianPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/DewfordTown_Gym/scripts.inc::DewfordTown_Gym_Text_CristianPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_7d1d16ab4a5481da,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/EverGrandeCity_ChampionsRoom/scripts.inc,253,EverGrandeCity_ChampionsRoom_Text_PostBattleSpeech,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/EverGrandeCity_ChampionsRoom/scripts.inc::EverGrandeCity_ChampionsRoom_Text_PostBattleSpeech,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_54c5bd92ce96a92f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/EverGrandeCity_DrakesRoom/scripts.inc,79,EverGrandeCity_DrakesRoom_Text_PostBattleSpeech,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/EverGrandeCity_DrakesRoom/scripts.inc::EverGrandeCity_DrakesRoom_Text_PostBattleSpeech,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_236b10a5bd114afd,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/EverGrandeCity_GlaciasRoom/scripts.inc,78,EverGrandeCity_GlaciasRoom_Text_PostBattleSpeech,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/EverGrandeCity_GlaciasRoom/scripts.inc::EverGrandeCity_GlaciasRoom_Text_PostBattleSpeech,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_bf4de60e1cb5bc43,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/EverGrandeCity_PhoebesRoom/scripts.inc,75,EverGrandeCity_PhoebesRoom_Text_PostBattleSpeech,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/EverGrandeCity_PhoebesRoom/scripts.inc::EverGrandeCity_PhoebesRoom_Text_PostBattleSpeech,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_0d3f5ffdd4940765,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/EverGrandeCity_SidneysRoom/scripts.inc,80,EverGrandeCity_SidneysRoom_Text_PostBattleSpeech,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/EverGrandeCity_SidneysRoom/scripts.inc::EverGrandeCity_SidneysRoom_Text_PostBattleSpeech,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_e2c2ae83600a2d81,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,158,FortreeCity_Gym_Text_JaredPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_JaredPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_99fb8a5c41e55c8d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,174,FortreeCity_Gym_Text_EdwardoPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_EdwardoPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_e74085a63da69959,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,189,FortreeCity_Gym_Text_FlintPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_FlintPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b3aa3960e85f5654,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,201,FortreeCity_Gym_Text_AshleyPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_AshleyPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_872acef3cb35bbfd,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,215,FortreeCity_Gym_Text_HumbertoPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_HumbertoPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_f151fd84055e0d00,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/FortreeCity_Gym/scripts.inc,228,FortreeCity_Gym_Text_DariusPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/FortreeCity_Gym/scripts.inc::FortreeCity_Gym_Text_DariusPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_2760ddcbeef7fda6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/JaggedPass/scripts.inc,159,JaggedPass_Text_EricPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/JaggedPass/scripts.inc::JaggedPass_Text_EricPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_d9fdffffe0b295bd,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/JaggedPass/scripts.inc,172,JaggedPass_Text_DianaPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/JaggedPass/scripts.inc::JaggedPass_Text_DianaPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_90d92aa97f70842a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/JaggedPass/scripts.inc,201,JaggedPass_Text_EthanPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/JaggedPass/scripts.inc::JaggedPass_Text_EthanPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_991b79eaa42b6fd3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/JaggedPass/scripts.inc,250,JaggedPass_Text_JulioPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/JaggedPass/scripts.inc::JaggedPass_Text_JulioPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_0c4050075089b9ca,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/JaggedPass/scripts.inc,262,JaggedPass_Text_AutumnPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/JaggedPass/scripts.inc::JaggedPass_Text_AutumnPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_6f03803d9bf61f34,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,203,LavaridgeTown_Gym_1F_Text_ColePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/LavaridgeTown_Gym_1F/scripts.inc::LavaridgeTown_Gym_1F_Text_ColePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_170cc8be3b00fd5c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,216,LavaridgeTown_Gym_1F_Text_AxlePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/LavaridgeTown_Gym_1F/scripts.inc::LavaridgeTown_Gym_1F_Text_AxlePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_26e6336ecea3c094,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,232,LavaridgeTown_Gym_B1F_Text_KeeganPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/LavaridgeTown_Gym_1F/scripts.inc::LavaridgeTown_Gym_B1F_Text_KeeganPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_31e7c358fe8ed9e9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,245,LavaridgeTown_Gym_1F_Text_GeraldPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/LavaridgeTown_Gym_1F/scripts.inc::LavaridgeTown_Gym_1F_Text_GeraldPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
