ui_key,symbol,ui_area,usage_file,usage_line,function_or_scope,context_kind,font_direct,alignment_direct,window_and_position_status,source_context,usage_status
global:gText_DefaultNameStanley,gText_DefaultNameStanley,MAIN_MENU,src/main_menu.c,479,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameStanley,",active_reference
global:gText_DefaultNameStu,gText_DefaultNameStu,MAIN_MENU,src/main_menu.c,461,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameStu,",active_reference
global:gText_DefaultNameTanja,gText_DefaultNameTanja,MAIN_MENU,src/main_menu.c,497,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTanja,",active_reference
global:gText_DefaultNameTerra,gText_DefaultNameTerra,MAIN_MENU,src/main_menu.c,501,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTerra,",active_reference
global:gText_DefaultNameTerry,gText_DefaultNameTerry,MAIN_MENU,src/main_menu.c,474,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTerry,",active_reference
global:gText_DefaultNameTeru,gText_DefaultNameTeru,MAIN_MENU,src/main_menu.c,470,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTeru,",active_reference
global:gText_DefaultNameTiara,gText_DefaultNameTiara,MAIN_MENU,src/main_menu.c,485,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTiara,",active_reference
global:gText_DefaultNameTom,gText_DefaultNameTom,MAIN_MENU,src/main_menu.c,463,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameTom,",active_reference
global:gText_DefaultNameWalker,gText_DefaultNameWalker,MAIN_MENU,src/main_menu.c,469,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameWalker,",active_reference
global:gText_DefaultNameYasmin,gText_DefaultNameYasmin,MAIN_MENU,src/main_menu.c,498,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_DefaultNameYasmin,",active_reference
global:gText_DifferentSaveFile,gText_DifferentSaveFile,START_SAVE,src/start_menu.c,1039,SaveFileExistsCallback,message_window,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"ShowSaveMessage(gText_DifferentSaveFile, SaveConfirmOverwriteDefaultNoCallback);",active_reference
global:gText_Floor1,gText_Floor1,START_SAVE,src/start_menu.c,152,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor1,",active_reference
global:gText_Floor2,gText_Floor2,START_SAVE,src/start_menu.c,153,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor2,",active_reference
global:gText_Floor3,gText_Floor3,START_SAVE,src/start_menu.c,154,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor3,",active_reference
global:gText_Floor4,gText_Floor4,START_SAVE,src/start_menu.c,155,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor4,",active_reference
global:gText_Floor5,gText_Floor5,START_SAVE,src/start_menu.c,156,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor5,",active_reference
global:gText_Floor6,gText_Floor6,START_SAVE,src/start_menu.c,157,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor6,",active_reference
global:gText_Floor7,gText_Floor7,START_SAVE,src/start_menu.c,158,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_Floor7,",active_reference
global:gText_Frame,gText_Frame,OPTION_MENU,src/option_menu.c,86,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENUITEM_FRAMETYPE]   = gText_Frame,",active_reference
global:gText_FrameType,gText_FrameType,OPTION_MENU,src/option_menu.c,568,FrameType_DrawChoices,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_FrameType, 104, YPOS_FRAMETYPE, 0);",active_reference
global:gText_MainMenuContinue,gText_MainMenuContinue,MAIN_MENU,src/main_menu.c,799,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(2, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuContinue);",active_reference
global:gText_MainMenuContinue,gText_MainMenuContinue,MAIN_MENU,src/main_menu.c,818,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(2, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuContinue);",active_reference
global:gText_MainMenuContinue,gText_MainMenuContinue,MAIN_MENU,src/main_menu.c,842,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(2, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuContinue);",active_reference
global:gText_MainMenuMysteryEvents,gText_MainMenuMysteryEvents,MAIN_MENU,src/main_menu.c,845,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(5, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuMysteryEvents);",active_reference
global:gText_MainMenuMysteryGift,gText_MainMenuMysteryGift,MAIN_MENU,src/main_menu.c,820,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(4, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuMysteryGift);",active_reference
global:gText_MainMenuMysteryGift2,gText_MainMenuMysteryGift2,MAIN_MENU,src/main_menu.c,844,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(4, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuMysteryGift2);",active_reference
global:gText_MainMenuNewGame,gText_MainMenuNewGame,MAIN_MENU,src/main_menu.c,786,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(0, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuNewGame);",active_reference
global:gText_MainMenuNewGame,gText_MainMenuNewGame,MAIN_MENU,src/main_menu.c,800,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(3, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuNewGame);",active_reference
global:gText_MainMenuNewGame,gText_MainMenuNewGame,MAIN_MENU,src/main_menu.c,819,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(3, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuNewGame);",active_reference
global:gText_MainMenuNewGame,gText_MainMenuNewGame,MAIN_MENU,src/main_menu.c,843,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(3, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuNewGame);",active_reference
global:gText_MainMenuOption,gText_MainMenuOption,MAIN_MENU,src/main_menu.c,787,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(1, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuOption);",active_reference
global:gText_MainMenuOption,gText_MainMenuOption,MAIN_MENU,src/main_menu.c,801,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(4, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuOption);",active_reference
global:gText_MainMenuOption,gText_MainMenuOption,MAIN_MENU,src/main_menu.c,821,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(5, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuOption);",active_reference
global:gText_MainMenuOption,gText_MainMenuOption,MAIN_MENU,src/main_menu.c,846,Task_DisplayMainMenu,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(6, FONT_NORMAL, 0, 1, sTextColor_Headers, TEXT_SKIP_DRAW, gText_MainMenuOption);",active_reference
global:gText_MenuBag,gText_MenuBag,START_SAVE,src/start_menu.c,186,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_BAG]             = {gText_MenuBag,     {.u8_void = StartMenuBagCallback}},",active_reference
global:gText_MenuBag,gText_MenuBag,START_SAVE,src/start_menu.c,196,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_PYRAMID_BAG]     = {gText_MenuBag,     {.u8_void = StartMenuBattlePyramidBagCallback}}",active_reference
global:gText_MenuExit,gText_MenuExit,START_SAVE,src/start_menu.c,191,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_EXIT]            = {gText_MenuExit,    {.u8_void = StartMenuExitCallback}},",active_reference
global:gText_MenuOption,gText_MenuOption,START_SAVE,src/start_menu.c,190,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_OPTION]          = {gText_MenuOption,  {.u8_void = StartMenuOptionCallback}},",active_reference
global:gText_MenuPokedex,gText_MenuPokedex,START_SAVE,src/start_menu.c,184,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_POKEDEX]         = {gText_MenuPokedex, {.u8_void = StartMenuPokedexCallback}},",active_reference
global:gText_MenuPokemon,gText_MenuPokemon,START_SAVE,src/start_menu.c,185,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_POKEMON]         = {gText_MenuPokemon, {.u8_void = StartMenuPokemonCallback}},",active_reference
global:gText_MenuPokenav,gText_MenuPokenav,START_SAVE,src/start_menu.c,187,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_POKENAV]         = {gText_MenuPokenav, {.u8_void = StartMenuPokeNavCallback}},",active_reference
global:gText_MenuRest,gText_MenuRest,START_SAVE,src/start_menu.c,194,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_REST_FRONTIER]   = {gText_MenuRest,    {.u8_void = StartMenuSaveCallback}},",active_reference
