id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes
dlg_42a69ad295141147,battle,,,AquaHideout_B2F,AquaHideout B2F,,data/maps/AquaHideout_B2F/scripts.inc,125,AquaHideout_B2F_Text_Grunt4PostBattle,BOSS…\nIs this good enough?$,"BOSS…
Is this good enough?",,untranslated,\n,,,
dlg_25d46ff126e68da4,battle,,,AquaHideout_B2F,AquaHideout B2F,,data/maps/AquaHideout_B2F/scripts.inc,141,AquaHideout_B2F_Text_Grunt6PostBattle,"That reminds me… I can't remember\nwhere I put the MASTER BALL.\pIf I fail to guard it, our BOSS will\nchew me out…$","That reminds me… I can't remember
where I put the MASTER BALL.
[PAGE]
If I fail to guard it, our BOSS will
chew me out…",,untranslated,\n | \p | \n,,,
dlg_a3fd6103867f76b3,battle,,,AquaHideout_B2F,AquaHideout B2F,,data/maps/AquaHideout_B2F/scripts.inc,156,AquaHideout_B2F_Text_Grunt8PostBattle,I'll have to learn about how I can\nbattle more effectively…$,"I'll have to learn about how I can
battle more effectively…",,untranslated,\n,,,
dlg_551623782476cdf3,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,486,BattleFrontier_BattleArenaBattleRoom_Text_PlayerStepForward,"REFEREE: TRAINER {PLAYER}!\nStep forward, please!$","REFEREE: TRAINER {PLAYER}!
Step forward, please!",,untranslated,{PLAYER} | \n,{PLAYER},,
dlg_c83dfbcb25f0c09e,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,490,BattleFrontier_BattleArenaBattleRoom_Text_OpponentStepForward,"REFEREE: TRAINER {STR_VAR_1}!\nStep forward, please!$","REFEREE: TRAINER {STR_VAR_1}!
Step forward, please!",,untranslated,{STR_VAR_1} | \n,{STR_VAR_1},,
dlg_d881eadf1c4ad276,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,494,BattleFrontier_BattleArenaBattleRoom_Text_SetKOTourneyBegin,REFEREE: Set KO Tourney!\nBegin!$,"REFEREE: Set KO Tourney!
Begin!",,untranslated,\n,,,
dlg_2bc39bf606942b2d,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,498,BattleFrontier_BattleArenaBattleRoom_Text_WinnerIsPlayer,REFEREE: The winner is {PLAYER}!$,REFEREE: The winner is {PLAYER}!,,untranslated,{PLAYER},{PLAYER},,
dlg_cd1f80a32861f491,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,501,BattleFrontier_BattleArenaBattleRoom_Text_WinnerIsOpponent,REFEREE: The winner is {STR_VAR_1}!$,REFEREE: The winner is {STR_VAR_1}!,,untranslated,{STR_VAR_1},{STR_VAR_1},,
dlg_165386a5a44c08b5,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,504,BattleFrontier_BattleArenaBattleRoom_Text_MonsWillBeRestored,Your POKéMON will be restored to\nfull health.$,"Your POKéMON will be restored to
full health.",,untranslated,\n,,,
dlg_b909ee9db19da8ed,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,508,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor2ndOpponent,"Next up, your second opponent!\nAre you ready to move on?$","Next up, your second opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_1f44583931411d38,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,512,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor3rdOpponent,"Next up, your third opponent!\nAre you ready to move on?$","Next up, your third opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_f7de136e1d332f2a,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,516,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor4thOpponent,"Next up, your fourth opponent!\nAre you ready to move on?$","Next up, your fourth opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_e32e75ce558893ff,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,520,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor5thOpponent,"Next up, your fifth opponent!\nAre you ready to move on?$","Next up, your fifth opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_ce116f4d10850629,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,524,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor6thOpponent,"Next up, your sixth opponent!\nAre you ready to move on?$","Next up, your sixth opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_c8b58b7d60e39f2c,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,528,BattleFrontier_BattleArenaBattleRoom_Text_ReadyFor7thOpponent,"Next up, your seventh opponent!\nAre you ready to move on?$","Next up, your seventh opponent!
Are you ready to move on?",,untranslated,\n,,,
dlg_329230d4a1040980,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,532,BattleFrontier_BattleArenaBattleRoom_Text_SaveAndShutDown,Would you like to save the game and\nshut down now?$,"Would you like to save the game and
shut down now?",,untranslated,\n,,,
dlg_2189e722fc90c0ae,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,536,BattleFrontier_BattleArenaBattleRoom_Text_RetireFromChallenge,Would you like to retire from your\nSet KO Tourney challenge?$,"Would you like to retire from your
Set KO Tourney challenge?",,untranslated,\n,,,
dlg_2e6f5111b18d1a10,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,540,BattleFrontier_BattleArenaBattleRoom_Text_SavingPleaseWait,I am saving your game data.\nPlease wait.$,"I am saving your game data.
Please wait.",,untranslated,\n,,,
dlg_ce371ed02eb3945f,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,544,BattleFrontier_BattleArenaBattleRoom_Text_RecordLastBattle,Would you like to record your last\nbattle on your FRONTIER PASS?$,"Would you like to record your last
battle on your FRONTIER PASS?",,untranslated,\n,,,
dlg_3584f36265f673a8,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,548,BattleFrontier_BattleArenaBattleRoom_Text_NowFaceTycoon,"My dear challenger!\pYour skill level is truly astounding!\pWe now would like you to face our\nleader, the ARENA TYCOON!$","My dear challenger!
[PAGE]
Your skill level is truly astounding!
[PAGE]
We now would like you to face our
leader, the ARENA TYCOON!",,untranslated,\p | \p | \n,,,
dlg_4d9544a582cc0b95,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,554,BattleFrontier_BattleArenaBattleRoom_Text_PreparedForTycoon,A battle with the ARENA TYCOON!\nAre you prepared?$,"A battle with the ARENA TYCOON!
Are you prepared?",,untranslated,\n,,,
dlg_4ed7e474b581b456,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,558,BattleFrontier_BattleArenaBattleRoom_Text_MakeWayForGreta,REFEREE: The ARENA TYCOON!\nMake way for GRETA!$,"REFEREE: The ARENA TYCOON!
Make way for GRETA!",,untranslated,\n,,,
dlg_0f67e7f136f4ee5f,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,562,BattleFrontier_BattleArenaBattleRoom_Text_GretaYoureChallenger,"GRETA: Hey!\nHowdy!\p…Wait, are you the challenger?$","GRETA: Hey!
Howdy!
[PAGE]
…Wait, are you the challenger?",,untranslated,\n | \p,,,
dlg_da204ddc54db952b,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,567,BattleFrontier_BattleArenaBattleRoom_Text_IsThatRight,Is that right? Hmm…\nHmhm…$,"Is that right? Hmm…
Hmhm…",,untranslated,\n,,,
dlg_7fd66fb72dcbdca3,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,571,BattleFrontier_BattleArenaBattleRoom_Text_YouLookWeakTakeThingsEasy,"I don't know how to say it, but…\nTo put it bluntly, you look pretty weak.\lAre you sure you're up for me?\pHmm…\pWell, all right!\nWe'll take things easy to start with!$","I don't know how to say it, but…
To put it bluntly, you look pretty weak.
Are you sure you're up for me?
[PAGE]
Hmm…
[PAGE]
Well, all right!
We'll take things easy to start with!",,untranslated,\n | \l | \p | \p | \n,,,
dlg_1b29ef9cc04cb58f,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,579,BattleFrontier_BattleArenaBattleRoom_Text_IgniteMyPassionForBattle,Okay! Let's see you ignite my passion\nfor battle!$,"Okay! Let's see you ignite my passion
for battle!",,untranslated,\n,,,
dlg_7501093141832592,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,583,BattleFrontier_BattleArenaBattleRoom_Text_GretaYoureToughAfterAll,"GRETA: Ow, wait a second!\nYou are tough after all!\pI like you!\nLet's see your FRONTIER PASS.$","GRETA: Ow, wait a second!
You are tough after all!
[PAGE]
I like you!
Let's see your FRONTIER PASS.",,untranslated,\n | \p | \n,,,
dlg_572a41e639a1a8ef,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,589,BattleFrontier_BattleArenaBattleRoom_Text_ReceivedGutsSymbol,The Guts Symbol was embossed on\nthe FRONTIER PASS!$,"The Guts Symbol was embossed on
the FRONTIER PASS!",,untranslated,\n,,,
dlg_51ccacbbae3683cc,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,593,BattleFrontier_BattleArenaBattleRoom_Text_GoingToBeFunNextTime,Hmm…\pIt's going to be fun the next time!\nI'm looking forward to it!$,"Hmm…
[PAGE]
It's going to be fun the next time!
I'm looking forward to it!",,untranslated,\p | \n,,,
dlg_9a1a6c2a5c458c0f,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,598,BattleFrontier_BattleArenaBattleRoom_Text_GretaLookingForwardToSeeingAgain,GRETA: Hey! Howdy!\nYou finally won your way up to me!\pI was getting worried waiting for you!\nI was really looking forward to seeing\lyou again!$,"GRETA: Hey! Howdy!
You finally won your way up to me!
[PAGE]
I was getting worried waiting for you!
I was really looking forward to seeing
you again!",,untranslated,\n | \p | \n | \l,,,
dlg_a26aa30dc4f9122a,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,605,BattleFrontier_BattleArenaBattleRoom_Text_SoAreYouReady,"… … …\nSo, are you ready?$","… … …
So, are you ready?",,untranslated,\n,,,
dlg_7af31c02164515c2,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,609,BattleFrontier_BattleArenaBattleRoom_Text_WontAllowHalfheartedEffort,I won't allow a halfhearted effort!\nBe ready for a thrashing!$,"I won't allow a halfhearted effort!
Be ready for a thrashing!",,untranslated,\n,,,
dlg_a876b4dab546a6c8,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,613,BattleFrontier_BattleArenaBattleRoom_Text_LetsGetThisStarted,"Come on, REFEREE!\nLet's get this started!$","Come on, REFEREE!
Let's get this started!",,untranslated,\n,,,
dlg_3ed55800eb4ce293,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,617,BattleFrontier_BattleArenaBattleRoom_Text_GretaBlownAway,GRETA: Gaaah! Blown away!\nLet's see your FRONTIER PASS!$,"GRETA: Gaaah! Blown away!
Let's see your FRONTIER PASS!",,untranslated,\n,,,
dlg_d28e2cdf0562fc8f,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,621,BattleFrontier_BattleArenaBattleRoom_Text_GutsSymbolTookGoldenShine,The Guts Symbol took on\na golden shine!$,"The Guts Symbol took on
a golden shine!",,untranslated,\n,,,
dlg_7067733edb0d5e88,battle,,,BattleFrontier_BattleArenaBattleRoom,BattleFrontier BattleArenaBattleRoom,,data/maps/BattleFrontier_BattleArenaBattleRoom/scripts.inc,625,BattleFrontier_BattleArenaBattleRoom_Text_IfWeBattleAgainWontLose,"Arrrgh!\nThis is so infuriating!\pIf we ever battle again, I won't lose!\nDon't you forget it! Bye-bye!$","Arrrgh!
This is so infuriating!
[PAGE]
If we ever battle again, I won't lose!
Don't you forget it! Bye-bye!",,untranslated,\n | \p | \n,,,
dlg_91024dea19dd5e37,battle,,,BattleFrontier_BattleArenaCorridor,BattleFrontier BattleArenaCorridor,,data/maps/BattleFrontier_BattleArenaCorridor/scripts.inc,86,BattleFrontier_BattleArenaCorridor_Text_PleaseStepIn,Your battles shall be waged in\nthe next room. Please step in!$,"Your battles shall be waged in
the next room. Please step in!",,untranslated,\n,,,
dlg_ff3267919ccd4ea9,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,351,BattleFrontier_BattleArenaLobby_Text_WelcomeToBattleArena,Where the battling spirit of TRAINERS\nis put to the test!\pI welcome you to the BATTLE ARENA!\pI am your guide to the Set KO Tourney!$,"Where the battling spirit of TRAINERS
is put to the test!
[PAGE]
I welcome you to the BATTLE ARENA!
[PAGE]
I am your guide to the Set KO Tourney!",,untranslated,\n | \p | \p,,,
dlg_0b26e15c7a588975,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,357,BattleFrontier_BattleArenaLobby_Text_WishToTakeChallenge,"Now, do you wish to take\nthe BATTLE ARENA challenge?$","Now, do you wish to take
the BATTLE ARENA challenge?",,untranslated,\n,,,
dlg_c2802c41dd7b9604,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,361,BattleFrontier_BattleArenaLobby_Text_AwaitAnotherChallenge,We await your challenge on\nanother occasion!$,"We await your challenge on
another occasion!",,untranslated,\n,,dup_00868,
dlg_bd38bbdac0637283,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,365,BattleFrontier_BattleArenaLobby_Text_ExplainChallenge,"In the BATTLE ARENA, we undertake\nthe Set KO Tourney.\pAll participants enter with a team of\nthree POKéMON.\pThe three POKéMON must be lined up in\nthe order in which they are to appear.\pDuring battle, the POKéMON will appear\none at a time in the preset order.\pOnce a POKéMON enters battle, it must\nremain out until the match is decided.\pIf a match remains undecided in\nthree turns, it goes to judging.\pIf you wish to interrupt your challenge,\nplease save the game.\pIf you don't save, you will not be able\nto continue with your challenge.\pIf you pull off the feat of beating\nseven TRAINERS in succession,\lwe will present you with Battle Points.$","In the BATTLE ARENA, we undertake
the Set KO Tourney.
[PAGE]
All participants enter with a team of
three POKéMON.
[PAGE]
The three POKéMON must be lined up in
the order in which they are to appear.
[PAGE]
During battle, the POKéMON will appear
one at a time in the preset order.
[PAGE]
Once a POKéMON enters battle, it must
remain out until the match is decided.
[PAGE]
If a match remains undecided in
three turns, it goes to judging.
[PAGE]
If you wish to interrupt your challenge,
please save the game.
[PAGE]
If you don't save, you will not be able
to continue with your challenge.
[PAGE]
If you pull off the feat of beating
seven TRAINERS in succession,
we will present you with Battle Points.",,untranslated,\n | \p | \n | \p | \n | \p | \n | \p | \n | \p | \n | \p | \n | \p | \n | \p | \n | \l,,,
dlg_97b049d4dc220484,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,386,BattleFrontier_BattleArenaLobby_Text_OkayToSave,"Before showing you to the BATTLE\nARENA, you must save. Is that okay?$","Before showing you to the BATTLE
ARENA, you must save. Is that okay?",,untranslated,\n,,,
dlg_d9990d27a1a07306,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,390,BattleFrontier_BattleArenaLobby_Text_WhichLevelMode,"The BATTLE ARENA offers two levels\nof challenge, Level 50 and Open Level.\lWhich is your choice?$","The BATTLE ARENA offers two levels
of challenge, Level 50 and Open Level.
Which is your choice?",,untranslated,\n | \l,,,
dlg_0e3b24f026324e7f,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,395,BattleFrontier_BattleArenaLobby_Text_SelectThreeMons,"Very well, now select your\nthree POKéMON, please.$","Very well, now select your
three POKéMON, please.",,untranslated,\n,,dup_00834,
dlg_046237cab33856e6,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,399,BattleFrontier_BattleArenaLobby_Text_NotEnoughValidMonsLvOpen,"My dear challenger!\pYou do not have the three POKéMON\nrequired for entry.\pTo qualify, you must bring three\ndifferent kinds of POKéMON.\pThey also must not hold the same\nkinds of items.\pEGGS{STR_VAR_1} ineligible.\pWhen you have made your preparations,\nplease do return.$","My dear challenger!
[PAGE]
You do not have the three POKéMON
required for entry.
[PAGE]
To qualify, you must bring three
different kinds of POKéMON.
[PAGE]
They also must not hold the same
kinds of items.
[PAGE]
EGGS{STR_VAR_1} ineligible.
[PAGE]
When you have made your preparations,
please do return.",,untranslated,\p | \n | \p | \n | \p | \n | \p | {STR_VAR_1} | \p | \n,{STR_VAR_1},dup_00514,
dlg_546ddb1993f2c45d,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,411,BattleFrontier_BattleArenaLobby_Text_NotEnoughValidMonsLv50,"My dear challenger!\pYou do not have the three POKéMON\nrequired for entry.\pTo qualify, you must bring three\ndifferent kinds of POKéMON.\pThe three different POKéMON\nmust all be Level 50 or lower.\pThey also must not hold the same\nkinds of items.\pEGGS{STR_VAR_1} ineligible.\pWhen you have made your preparations,\nplease do return.$","My dear challenger!
[PAGE]
You do not have the three POKéMON
required for entry.
[PAGE]
To qualify, you must bring three
different kinds of POKéMON.
[PAGE]
The three different POKéMON
must all be Level 50 or lower.
[PAGE]
They also must not hold the same
kinds of items.
[PAGE]
EGGS{STR_VAR_1} ineligible.
[PAGE]
When you have made your preparations,
please do return.",,untranslated,\p | \n | \p | \n | \p | \n | \p | \n | \p | {STR_VAR_1} | \p | \n,{STR_VAR_1},,
dlg_276ac9edf7f6d43f,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,425,BattleFrontier_BattleArenaLobby_Text_GuideYouToArena,I shall now guide you to\nthe BATTLE ARENA.$,"I shall now guide you to
the BATTLE ARENA.",,untranslated,\n,,,
dlg_3c66675adad1eacd,battle,,,BattleFrontier_BattleArenaLobby,BattleFrontier BattleArenaLobby,,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc,429,BattleFrontier_BattleArenaLobby_Text_DidntSaveBeforeShuttingDown,"My dear challenger!\pYou did not save the game before\nshutting down, did you?\pIt is unfortunate, but that has\nresulted in your disqualification\lfrom your challenge.\pYou may, of course, start with a fresh\nchallenge.$","My dear challenger!
[PAGE]
You did not save the game before
shutting down, did you?
[PAGE]
It is unfortunate, but that has
resulted in your disqualification
from your challenge.
[PAGE]
You may, of course, start with a fresh
challenge.",,untranslated,\p | \n | \p | \n | \l | \p | \n,,dup_00513,
