move_id,move_constant,english_name,thai_name,status,translation_source,qa_notes
214,MOVE_SLEEP_TALK,SLEEP TALK,,pending,,
215,MOVE_HEAL_BELL,HEAL BELL,,pending,,
216,MOVE_RETURN,RETURN,,pending,,
217,MOVE_PRESENT,PRESENT,,pending,,
218,MOVE_FRUSTRATION,FRUSTRATION,,pending,,
219,MOVE_SAFEGUARD,SAFEGUARD,,pending,,
220,MOVE_PAIN_SPLIT,PAIN SPLIT,,pending,,
221,MOVE_SACRED_FIRE,SACRED FIRE,,pending,,
222,MOVE_MAGNITUDE,MAGNITUDE,,pending,,
223,MOVE_DYNAMIC_PUNCH,DYNAMICPUNCH,,pending,,
224,MOVE_MEGAHORN,MEGAHORN,,pending,,
225,MOVE_DRAGON_BREATH,DRAGONBREATH,,pending,,
226,MOVE_BATON_PASS,BATON PASS,,pending,,
227,MOVE_ENCORE,ENCORE,,pending,,
228,MOVE_PURSUIT,PURSUIT,,pending,,
229,MOVE_RAPID_SPIN,RAPID SPIN,,pending,,
230,MOVE_SWEET_SCENT,SWEET SCENT,,pending,,
231,MOVE_IRON_TAIL,IRON TAIL,,pending,,
232,MOVE_METAL_CLAW,METAL CLAW,,pending,,
233,MOVE_VITAL_THROW,VITAL THROW,,pending,,
234,MOVE_MORNING_SUN,MORNING SUN,,pending,,
235,MOVE_SYNTHESIS,SYNTHESIS,,pending,,
236,MOVE_MOONLIGHT,MOONLIGHT,,pending,,
237,MOVE_HIDDEN_POWER,HIDDEN POWER,,pending,,
238,MOVE_CROSS_CHOP,CROSS CHOP,,pending,,
239,MOVE_TWISTER,TWISTER,,pending,,
240,MOVE_RAIN_DANCE,RAIN DANCE,,pending,,
241,MOVE_SUNNY_DAY,SUNNY DAY,,pending,,
242,MOVE_CRUNCH,CRUNCH,,pending,,
243,MOVE_MIRROR_COAT,MIRROR COAT,,pending,,
244,MOVE_PSYCH_UP,PSYCH UP,,pending,,
245,MOVE_EXTREME_SPEED,EXTREMESPEED,,pending,,
246,MOVE_ANCIENT_POWER,ANCIENTPOWER,,pending,,
247,MOVE_SHADOW_BALL,SHADOW BALL,,pending,,
248,MOVE_FUTURE_SIGHT,FUTURE SIGHT,,pending,,
249,MOVE_ROCK_SMASH,ROCK SMASH,,pending,,
250,MOVE_WHIRLPOOL,WHIRLPOOL,,pending,,
251,MOVE_BEAT_UP,BEAT UP,,pending,,
252,MOVE_FAKE_OUT,FAKE OUT,,pending,,
253,MOVE_UPROAR,UPROAR,,pending,,
254,MOVE_STOCKPILE,STOCKPILE,,pending,,
255,MOVE_SPIT_UP,SPIT UP,,pending,,
256,MOVE_SWALLOW,SWALLOW,,pending,,
257,MOVE_HEAT_WAVE,HEAT WAVE,,pending,,
258,MOVE_HAIL,HAIL,,pending,,
259,MOVE_TORMENT,TORMENT,,pending,,
260,MOVE_FLATTER,FLATTER,,pending,,
261,MOVE_WILL_O_WISP,WILL-O-WISP,,pending,,
262,MOVE_MEMENTO,MEMENTO,,pending,,
263,MOVE_FACADE,FACADE,,pending,,
264,MOVE_FOCUS_PUNCH,FOCUS PUNCH,,pending,,
265,MOVE_SMELLING_SALT,SMELLINGSALT,,pending,,
266,MOVE_FOLLOW_ME,FOLLOW ME,,pending,,
267,MOVE_NATURE_POWER,NATURE POWER,,pending,,
268,MOVE_CHARGE,CHARGE,,pending,,
269,MOVE_TAUNT,TAUNT,,pending,,
270,MOVE_HELPING_HAND,HELPING HAND,,pending,,
271,MOVE_TRICK,TRICK,,pending,,
272,MOVE_ROLE_PLAY,ROLE PLAY,,pending,,
273,MOVE_WISH,WISH,,pending,,
274,MOVE_ASSIST,ASSIST,,pending,,
275,MOVE_INGRAIN,INGRAIN,,pending,,
276,MOVE_SUPERPOWER,SUPERPOWER,,pending,,
277,MOVE_MAGIC_COAT,MAGIC COAT,,pending,,
278,MOVE_RECYCLE,RECYCLE,,pending,,
279,MOVE_REVENGE,REVENGE,,pending,,
280,MOVE_BRICK_BREAK,BRICK BREAK,,pending,,
281,MOVE_YAWN,YAWN,,pending,,
282,MOVE_KNOCK_OFF,KNOCK OFF,,pending,,
283,MOVE_ENDEAVOR,ENDEAVOR,,pending,,
284,MOVE_ERUPTION,ERUPTION,,pending,,
285,MOVE_SKILL_SWAP,SKILL SWAP,,pending,,
286,MOVE_IMPRISON,IMPRISON,,pending,,
287,MOVE_REFRESH,REFRESH,,pending,,
288,MOVE_GRUDGE,GRUDGE,,pending,,
289,MOVE_SNATCH,SNATCH,,pending,,
290,MOVE_SECRET_POWER,SECRET POWER,,pending,,
291,MOVE_DIVE,DIVE,,pending,,
292,MOVE_ARM_THRUST,ARM THRUST,,pending,,
293,MOVE_CAMOUFLAGE,CAMOUFLAGE,,pending,,
294,MOVE_TAIL_GLOW,TAIL GLOW,,pending,,
295,MOVE_LUSTER_PURGE,LUSTER PURGE,,pending,,
296,MOVE_MIST_BALL,MIST BALL,,pending,,
297,MOVE_FEATHER_DANCE,FEATHERDANCE,,pending,,
298,MOVE_TEETER_DANCE,TEETER DANCE,,pending,,
299,MOVE_BLAZE_KICK,BLAZE KICK,เตะเพลิง,translated_pending_qa,torchic-line-level-up-01,"คำแปล Batch 1; รอ Coverage, Build และ Visual QA"
300,MOVE_MUD_SPORT,MUD SPORT,,pending,,
301,MOVE_ICE_BALL,ICE BALL,,pending,,
302,MOVE_NEEDLE_ARM,NEEDLE ARM,,pending,,
303,MOVE_SLACK_OFF,SLACK OFF,,pending,,
304,MOVE_HYPER_VOICE,HYPER VOICE,,pending,,
305,MOVE_POISON_FANG,POISON FANG,,pending,,
306,MOVE_CRUSH_CLAW,CRUSH CLAW,,pending,,
307,MOVE_BLAST_BURN,BLAST BURN,,pending,,
308,MOVE_HYDRO_CANNON,HYDRO CANNON,,pending,,
309,MOVE_METEOR_MASH,METEOR MASH,,pending,,
310,MOVE_ASTONISH,ASTONISH,,pending,,
311,MOVE_WEATHER_BALL,WEATHER BALL,,pending,,
312,MOVE_AROMATHERAPY,AROMATHERAPY,,pending,,
313,MOVE_FAKE_TEARS,FAKE TEARS,,pending,,
314,MOVE_AIR_CUTTER,AIR CUTTER,,pending,,
315,MOVE_OVERHEAT,OVERHEAT,,pending,,
316,MOVE_ODOR_SLEUTH,ODOR SLEUTH,,pending,,
317,MOVE_ROCK_TOMB,ROCK TOMB,,pending,,
318,MOVE_SILVER_WIND,SILVER WIND,,pending,,
319,MOVE_METAL_SOUND,METAL SOUND,,pending,,
320,MOVE_GRASS_WHISTLE,GRASSWHISTLE,,pending,,
321,MOVE_TICKLE,TICKLE,,pending,,
322,MOVE_COSMIC_POWER,COSMIC POWER,,pending,,
323,MOVE_WATER_SPOUT,WATER SPOUT,,pending,,
324,MOVE_SIGNAL_BEAM,SIGNAL BEAM,,pending,,
325,MOVE_SHADOW_PUNCH,SHADOW PUNCH,,pending,,
326,MOVE_EXTRASENSORY,EXTRASENSORY,,pending,,
327,MOVE_SKY_UPPERCUT,SKY UPPERCUT,หมัดเสยฟ้า,translated_pending_qa,torchic-line-level-up-01,"คำแปล Batch 1; รอ Coverage, Build และ Visual QA"
328,MOVE_SAND_TOMB,SAND TOMB,,pending,,
329,MOVE_SHEER_COLD,SHEER COLD,,pending,,
330,MOVE_MUDDY_WATER,MUDDY WATER,,pending,,
331,MOVE_BULLET_SEED,BULLET SEED,,pending,,
332,MOVE_AERIAL_ACE,AERIAL ACE,,pending,,
333,MOVE_ICICLE_SPEAR,ICICLE SPEAR,,pending,,
334,MOVE_IRON_DEFENSE,IRON DEFENSE,,pending,,
335,MOVE_BLOCK,BLOCK,,pending,,
336,MOVE_HOWL,HOWL,,pending,,
337,MOVE_DRAGON_CLAW,DRAGON CLAW,,pending,,
338,MOVE_FRENZY_PLANT,FRENZY PLANT,,pending,,
339,MOVE_BULK_UP,BULK UP,เสริมกล้าม,translated_pending_qa,torchic-line-level-up-01,"คำแปล Batch 1; รอ Coverage, Build และ Visual QA"
340,MOVE_BOUNCE,BOUNCE,,pending,,
341,MOVE_MUD_SHOT,MUD SHOT,,pending,,
342,MOVE_POISON_TAIL,POISON TAIL,,pending,,
343,MOVE_COVET,COVET,,pending,,
344,MOVE_VOLT_TACKLE,VOLT TACKLE,,pending,,
345,MOVE_MAGICAL_LEAF,MAGICAL LEAF,,pending,,
346,MOVE_WATER_SPORT,WATER SPORT,,pending,,
347,MOVE_CALM_MIND,CALM MIND,,pending,,
348,MOVE_LEAF_BLADE,LEAF BLADE,,pending,,
349,MOVE_DRAGON_DANCE,DRAGON DANCE,,pending,,
350,MOVE_ROCK_BLAST,ROCK BLAST,,pending,,
351,MOVE_SHOCK_WAVE,SHOCK WAVE,,pending,,
352,MOVE_WATER_PULSE,WATER PULSE,,pending,,
353,MOVE_DOOM_DESIRE,DOOM DESIRE,,pending,,
354,MOVE_PSYCHO_BOOST,PSYCHO BOOST,,pending,,
