move_id,move_constant,english_name,english_length,english_storage_bytes,source_file,source_line,japanese_name,thai_name,thai_cluster_count,thai_encoded_bytes,fixed_slot_bytes,fits_current_fixed_slot,translation_style,review_status,notes
55,MOVE_WATER_GUN,WATER GUN,9,10,src/data/text/move_names.h,58,,,,,13,,,untranslated,
56,MOVE_HYDRO_PUMP,HYDRO PUMP,10,11,src/data/text/move_names.h,59,,,,,13,,,untranslated,
57,MOVE_SURF,SURF,4,5,src/data/text/move_names.h,60,,,,,13,,,untranslated,
58,MOVE_ICE_BEAM,ICE BEAM,8,9,src/data/text/move_names.h,61,,,,,13,,,untranslated,
59,MOVE_BLIZZARD,BLIZZARD,8,9,src/data/text/move_names.h,62,,,,,13,,,untranslated,
60,MOVE_PSYBEAM,PSYBEAM,7,8,src/data/text/move_names.h,63,,,,,13,,,untranslated,
61,MOVE_BUBBLE_BEAM,BUBBLEBEAM,10,11,src/data/text/move_names.h,64,,,,,13,,,untranslated,
62,MOVE_AURORA_BEAM,AURORA BEAM,11,12,src/data/text/move_names.h,65,,,,,13,,,untranslated,
63,MOVE_HYPER_BEAM,HYPER BEAM,10,11,src/data/text/move_names.h,66,,,,,13,,,untranslated,
64,MOVE_PECK,PECK,4,5,src/data/text/move_names.h,67,,,,,13,,,untranslated,
65,MOVE_DRILL_PECK,DRILL PECK,10,11,src/data/text/move_names.h,68,,,,,13,,,untranslated,
66,MOVE_SUBMISSION,SUBMISSION,10,11,src/data/text/move_names.h,69,,,,,13,,,untranslated,
67,MOVE_LOW_KICK,LOW KICK,8,9,src/data/text/move_names.h,70,,,,,13,,,untranslated,
68,MOVE_COUNTER,COUNTER,7,8,src/data/text/move_names.h,71,,,,,13,,,untranslated,
69,MOVE_SEISMIC_TOSS,SEISMIC TOSS,12,13,src/data/text/move_names.h,72,,,,,13,,,untranslated,
70,MOVE_STRENGTH,STRENGTH,8,9,src/data/text/move_names.h,73,,,,,13,,,untranslated,
71,MOVE_ABSORB,ABSORB,6,7,src/data/text/move_names.h,74,,,,,13,,,untranslated,
72,MOVE_MEGA_DRAIN,MEGA DRAIN,10,11,src/data/text/move_names.h,75,,,,,13,,,untranslated,
73,MOVE_LEECH_SEED,LEECH SEED,10,11,src/data/text/move_names.h,76,,,,,13,,,untranslated,
74,MOVE_GROWTH,GROWTH,6,7,src/data/text/move_names.h,77,,,,,13,,,untranslated,
75,MOVE_RAZOR_LEAF,RAZOR LEAF,10,11,src/data/text/move_names.h,78,,,,,13,,,untranslated,
76,MOVE_SOLAR_BEAM,SOLARBEAM,9,10,src/data/text/move_names.h,79,,,,,13,,,untranslated,
77,MOVE_POISON_POWDER,POISONPOWDER,12,13,src/data/text/move_names.h,80,,,,,13,,,untranslated,
78,MOVE_STUN_SPORE,STUN SPORE,10,11,src/data/text/move_names.h,81,,,,,13,,,untranslated,
79,MOVE_SLEEP_POWDER,SLEEP POWDER,12,13,src/data/text/move_names.h,82,,,,,13,,,untranslated,
80,MOVE_PETAL_DANCE,PETAL DANCE,11,12,src/data/text/move_names.h,83,,,,,13,,,untranslated,
81,MOVE_STRING_SHOT,STRING SHOT,11,12,src/data/text/move_names.h,84,,,,,13,,,untranslated,
82,MOVE_DRAGON_RAGE,DRAGON RAGE,11,12,src/data/text/move_names.h,85,,,,,13,,,untranslated,
83,MOVE_FIRE_SPIN,FIRE SPIN,9,10,src/data/text/move_names.h,86,,,,,13,,,untranslated,
84,MOVE_THUNDER_SHOCK,THUNDERSHOCK,12,13,src/data/text/move_names.h,87,,,,,13,,,untranslated,
85,MOVE_THUNDERBOLT,THUNDERBOLT,11,12,src/data/text/move_names.h,88,,แสนโวลต์,7,57,13,NO,familiar_name,draft,ชื่อที่แฟนโปเกมอนไทยคุ้นเคย ต้องตรวจแหล่งอ้างอิงภายหลัง
86,MOVE_THUNDER_WAVE,THUNDER WAVE,12,13,src/data/text/move_names.h,89,,,,,13,,,untranslated,
87,MOVE_THUNDER,THUNDER,7,8,src/data/text/move_names.h,90,,,,,13,,,untranslated,
88,MOVE_ROCK_THROW,ROCK THROW,10,11,src/data/text/move_names.h,91,,,,,13,,,untranslated,
89,MOVE_EARTHQUAKE,EARTHQUAKE,10,11,src/data/text/move_names.h,92,,,,,13,,,untranslated,
90,MOVE_FISSURE,FISSURE,7,8,src/data/text/move_names.h,93,,,,,13,,,untranslated,
91,MOVE_DIG,DIG,3,4,src/data/text/move_names.h,94,,,,,13,,,untranslated,
92,MOVE_TOXIC,TOXIC,5,6,src/data/text/move_names.h,95,,,,,13,,,untranslated,
93,MOVE_CONFUSION,CONFUSION,9,10,src/data/text/move_names.h,96,,,,,13,,,untranslated,
94,MOVE_PSYCHIC,PSYCHIC,7,8,src/data/text/move_names.h,97,,,,,13,,,untranslated,
95,MOVE_HYPNOSIS,HYPNOSIS,8,9,src/data/text/move_names.h,98,,,,,13,,,untranslated,
96,MOVE_MEDITATE,MEDITATE,8,9,src/data/text/move_names.h,99,,,,,13,,,untranslated,
97,MOVE_AGILITY,AGILITY,7,8,src/data/text/move_names.h,100,,,,,13,,,untranslated,
98,MOVE_QUICK_ATTACK,QUICK ATTACK,12,13,src/data/text/move_names.h,101,,,,,13,,,untranslated,
99,MOVE_RAGE,RAGE,4,5,src/data/text/move_names.h,102,,,,,13,,,untranslated,
100,MOVE_TELEPORT,TELEPORT,8,9,src/data/text/move_names.h,103,,,,,13,,,untranslated,
101,MOVE_NIGHT_SHADE,NIGHT SHADE,11,12,src/data/text/move_names.h,104,,,,,13,,,untranslated,
102,MOVE_MIMIC,MIMIC,5,6,src/data/text/move_names.h,105,,,,,13,,,untranslated,
103,MOVE_SCREECH,SCREECH,7,8,src/data/text/move_names.h,106,,,,,13,,,untranslated,
104,MOVE_DOUBLE_TEAM,DOUBLE TEAM,11,12,src/data/text/move_names.h,107,,,,,13,,,untranslated,
105,MOVE_RECOVER,RECOVER,7,8,src/data/text/move_names.h,108,,,,,13,,,untranslated,
106,MOVE_HARDEN,HARDEN,6,7,src/data/text/move_names.h,109,,,,,13,,,untranslated,
107,MOVE_MINIMIZE,MINIMIZE,8,9,src/data/text/move_names.h,110,,,,,13,,,untranslated,
108,MOVE_SMOKESCREEN,SMOKESCREEN,11,12,src/data/text/move_names.h,111,,,,,13,,,untranslated,
109,MOVE_CONFUSE_RAY,CONFUSE RAY,11,12,src/data/text/move_names.h,112,,,,,13,,,untranslated,
110,MOVE_WITHDRAW,WITHDRAW,8,9,src/data/text/move_names.h,113,,,,,13,,,untranslated,
111,MOVE_DEFENSE_CURL,DEFENSE CURL,12,13,src/data/text/move_names.h,114,,,,,13,,,untranslated,
112,MOVE_BARRIER,BARRIER,7,8,src/data/text/move_names.h,115,,,,,13,,,untranslated,
113,MOVE_LIGHT_SCREEN,LIGHT SCREEN,12,13,src/data/text/move_names.h,116,,,,,13,,,untranslated,
114,MOVE_HAZE,HAZE,4,5,src/data/text/move_names.h,117,,,,,13,,,untranslated,
115,MOVE_REFLECT,REFLECT,7,8,src/data/text/move_names.h,118,,,,,13,,,untranslated,
116,MOVE_FOCUS_ENERGY,FOCUS ENERGY,12,13,src/data/text/move_names.h,119,,,,,13,,,untranslated,
117,MOVE_BIDE,BIDE,4,5,src/data/text/move_names.h,120,,,,,13,,,untranslated,
118,MOVE_METRONOME,METRONOME,9,10,src/data/text/move_names.h,121,,,,,13,,,untranslated,
119,MOVE_MIRROR_MOVE,MIRROR MOVE,11,12,src/data/text/move_names.h,122,,,,,13,,,untranslated,
120,MOVE_SELF_DESTRUCT,SELFDESTRUCT,12,13,src/data/text/move_names.h,123,,,,,13,,,untranslated,
121,MOVE_EGG_BOMB,EGG BOMB,8,9,src/data/text/move_names.h,124,,,,,13,,,untranslated,
122,MOVE_LICK,LICK,4,5,src/data/text/move_names.h,125,,,,,13,,,untranslated,
123,MOVE_SMOG,SMOG,4,5,src/data/text/move_names.h,126,,,,,13,,,untranslated,
124,MOVE_SLUDGE,SLUDGE,6,7,src/data/text/move_names.h,127,,,,,13,,,untranslated,
125,MOVE_BONE_CLUB,BONE CLUB,9,10,src/data/text/move_names.h,128,,,,,13,,,untranslated,
126,MOVE_FIRE_BLAST,FIRE BLAST,10,11,src/data/text/move_names.h,129,,,,,13,,,untranslated,
127,MOVE_WATERFALL,WATERFALL,9,10,src/data/text/move_names.h,130,,,,,13,,,untranslated,
128,MOVE_CLAMP,CLAMP,5,6,src/data/text/move_names.h,131,,,,,13,,,untranslated,
129,MOVE_SWIFT,SWIFT,5,6,src/data/text/move_names.h,132,,,,,13,,,untranslated,
130,MOVE_SKULL_BASH,SKULL BASH,10,11,src/data/text/move_names.h,133,,,,,13,,,untranslated,
131,MOVE_SPIKE_CANNON,SPIKE CANNON,12,13,src/data/text/move_names.h,134,,,,,13,,,untranslated,
132,MOVE_CONSTRICT,CONSTRICT,9,10,src/data/text/move_names.h,135,,,,,13,,,untranslated,
133,MOVE_AMNESIA,AMNESIA,7,8,src/data/text/move_names.h,136,,,,,13,,,untranslated,
134,MOVE_KINESIS,KINESIS,7,8,src/data/text/move_names.h,137,,,,,13,,,untranslated,
135,MOVE_SOFT_BOILED,SOFTBOILED,10,11,src/data/text/move_names.h,138,,,,,13,,,untranslated,
136,MOVE_HI_JUMP_KICK,HI JUMP KICK,12,13,src/data/text/move_names.h,139,,,,,13,,,untranslated,
137,MOVE_GLARE,GLARE,5,6,src/data/text/move_names.h,140,,,,,13,,,untranslated,
138,MOVE_DREAM_EATER,DREAM EATER,11,12,src/data/text/move_names.h,141,,,,,13,,,untranslated,
139,MOVE_POISON_GAS,POISON GAS,10,11,src/data/text/move_names.h,142,,,,,13,,,untranslated,
140,MOVE_BARRAGE,BARRAGE,7,8,src/data/text/move_names.h,143,,,,,13,,,untranslated,
141,MOVE_LEECH_LIFE,LEECH LIFE,10,11,src/data/text/move_names.h,144,,,,,13,,,untranslated,
142,MOVE_LOVELY_KISS,LOVELY KISS,11,12,src/data/text/move_names.h,145,,,,,13,,,untranslated,
143,MOVE_SKY_ATTACK,SKY ATTACK,10,11,src/data/text/move_names.h,146,,,,,13,,,untranslated,
144,MOVE_TRANSFORM,TRANSFORM,9,10,src/data/text/move_names.h,147,,,,,13,,,untranslated,
145,MOVE_BUBBLE,BUBBLE,6,7,src/data/text/move_names.h,148,,,,,13,,,untranslated,
146,MOVE_DIZZY_PUNCH,DIZZY PUNCH,11,12,src/data/text/move_names.h,149,,,,,13,,,untranslated,
147,MOVE_SPORE,SPORE,5,6,src/data/text/move_names.h,150,,,,,13,,,untranslated,
148,MOVE_FLASH,FLASH,5,6,src/data/text/move_names.h,151,,,,,13,,,untranslated,
149,MOVE_PSYWAVE,PSYWAVE,7,8,src/data/text/move_names.h,152,,,,,13,,,untranslated,
150,MOVE_SPLASH,SPLASH,6,7,src/data/text/move_names.h,153,,,,,13,,,untranslated,
151,MOVE_ACID_ARMOR,ACID ARMOR,10,11,src/data/text/move_names.h,154,,,,,13,,,untranslated,
152,MOVE_CRABHAMMER,CRABHAMMER,10,11,src/data/text/move_names.h,155,,,,,13,,,untranslated,
153,MOVE_EXPLOSION,EXPLOSION,9,10,src/data/text/move_names.h,156,,,,,13,,,untranslated,
154,MOVE_FURY_SWIPES,FURY SWIPES,11,12,src/data/text/move_names.h,157,,,,,13,,,untranslated,
155,MOVE_BONEMERANG,BONEMERANG,10,11,src/data/text/move_names.h,158,,,,,13,,,untranslated,
156,MOVE_REST,REST,4,5,src/data/text/move_names.h,159,,,,,13,,,untranslated,
157,MOVE_ROCK_SLIDE,ROCK SLIDE,10,11,src/data/text/move_names.h,160,,,,,13,,,untranslated,
158,MOVE_HYPER_FANG,HYPER FANG,10,11,src/data/text/move_names.h,161,,,,,13,,,untranslated,
159,MOVE_SHARPEN,SHARPEN,7,8,src/data/text/move_names.h,162,,,,,13,,,untranslated,
160,MOVE_CONVERSION,CONVERSION,10,11,src/data/text/move_names.h,163,,,,,13,,,untranslated,
161,MOVE_TRI_ATTACK,TRI ATTACK,10,11,src/data/text/move_names.h,164,,,,,13,,,untranslated,
162,MOVE_SUPER_FANG,SUPER FANG,10,11,src/data/text/move_names.h,165,,,,,13,,,untranslated,
163,MOVE_SLASH,SLASH,5,6,src/data/text/move_names.h,166,,,,,13,,,untranslated,
164,MOVE_SUBSTITUTE,SUBSTITUTE,10,11,src/data/text/move_names.h,167,,,,,13,,,untranslated,
165,MOVE_STRUGGLE,STRUGGLE,8,9,src/data/text/move_names.h,168,,,,,13,,,untranslated,
166,MOVE_SKETCH,SKETCH,6,7,src/data/text/move_names.h,169,,,,,13,,,untranslated,
167,MOVE_TRIPLE_KICK,TRIPLE KICK,11,12,src/data/text/move_names.h,170,,,,,13,,,untranslated,
168,MOVE_THIEF,THIEF,5,6,src/data/text/move_names.h,171,,,,,13,,,untranslated,
169,MOVE_SPIDER_WEB,SPIDER WEB,10,11,src/data/text/move_names.h,172,,,,,13,,,untranslated,
170,MOVE_MIND_READER,MIND READER,11,12,src/data/text/move_names.h,173,,,,,13,,,untranslated,
171,MOVE_NIGHTMARE,NIGHTMARE,9,10,src/data/text/move_names.h,174,,,,,13,,,untranslated,
172,MOVE_FLAME_WHEEL,FLAME WHEEL,11,12,src/data/text/move_names.h,175,,,,,13,,,untranslated,
173,MOVE_SNORE,SNORE,5,6,src/data/text/move_names.h,176,,,,,13,,,untranslated,
174,MOVE_CURSE,CURSE,5,6,src/data/text/move_names.h,177,,,,,13,,,untranslated,
175,MOVE_FLAIL,FLAIL,5,6,src/data/text/move_names.h,178,,,,,13,,,untranslated,
176,MOVE_CONVERSION_2,CONVERSION 2,12,13,src/data/text/move_names.h,179,,,,,13,,,untranslated,
177,MOVE_AEROBLAST,AEROBLAST,9,10,src/data/text/move_names.h,180,,,,,13,,,untranslated,
178,MOVE_COTTON_SPORE,COTTON SPORE,12,13,src/data/text/move_names.h,181,,,,,13,,,untranslated,
179,MOVE_REVERSAL,REVERSAL,8,9,src/data/text/move_names.h,182,,,,,13,,,untranslated,
180,MOVE_SPITE,SPITE,5,6,src/data/text/move_names.h,183,,,,,13,,,untranslated,
181,MOVE_POWDER_SNOW,POWDER SNOW,11,12,src/data/text/move_names.h,184,,,,,13,,,untranslated,
182,MOVE_PROTECT,PROTECT,7,8,src/data/text/move_names.h,185,,,,,13,,,untranslated,
183,MOVE_MACH_PUNCH,MACH PUNCH,10,11,src/data/text/move_names.h,186,,,,,13,,,untranslated,
184,MOVE_SCARY_FACE,SCARY FACE,10,11,src/data/text/move_names.h,187,,,,,13,,,untranslated,
185,MOVE_FAINT_ATTACK,FAINT ATTACK,12,13,src/data/text/move_names.h,188,,,,,13,,,untranslated,
186,MOVE_SWEET_KISS,SWEET KISS,10,11,src/data/text/move_names.h,189,,,,,13,,,untranslated,
187,MOVE_BELLY_DRUM,BELLY DRUM,10,11,src/data/text/move_names.h,190,,,,,13,,,untranslated,
188,MOVE_SLUDGE_BOMB,SLUDGE BOMB,11,12,src/data/text/move_names.h,191,,,,,13,,,untranslated,
189,MOVE_MUD_SLAP,MUD-SLAP,8,9,src/data/text/move_names.h,192,,,,,13,,,untranslated,
190,MOVE_OCTAZOOKA,OCTAZOOKA,9,10,src/data/text/move_names.h,193,,,,,13,,,untranslated,
191,MOVE_SPIKES,SPIKES,6,7,src/data/text/move_names.h,194,,,,,13,,,untranslated,
192,MOVE_ZAP_CANNON,ZAP CANNON,10,11,src/data/text/move_names.h,195,,,,,13,,,untranslated,
193,MOVE_FORESIGHT,FORESIGHT,9,10,src/data/text/move_names.h,196,,,,,13,,,untranslated,
194,MOVE_DESTINY_BOND,DESTINY BOND,12,13,src/data/text/move_names.h,197,,,,,13,,,untranslated,
195,MOVE_PERISH_SONG,PERISH SONG,11,12,src/data/text/move_names.h,198,,,,,13,,,untranslated,
196,MOVE_ICY_WIND,ICY WIND,8,9,src/data/text/move_names.h,199,,,,,13,,,untranslated,
197,MOVE_DETECT,DETECT,6,7,src/data/text/move_names.h,200,,,,,13,,,untranslated,
198,MOVE_BONE_RUSH,BONE RUSH,9,10,src/data/text/move_names.h,201,,,,,13,,,untranslated,
199,MOVE_LOCK_ON,LOCK-ON,7,8,src/data/text/move_names.h,202,,,,,13,,,untranslated,
200,MOVE_OUTRAGE,OUTRAGE,7,8,src/data/text/move_names.h,203,,,,,13,,,untranslated,
201,MOVE_SANDSTORM,SANDSTORM,9,10,src/data/text/move_names.h,204,,,,,13,,,untranslated,
202,MOVE_GIGA_DRAIN,GIGA DRAIN,10,11,src/data/text/move_names.h,205,,,,,13,,,untranslated,
203,MOVE_ENDURE,ENDURE,6,7,src/data/text/move_names.h,206,,,,,13,,,untranslated,
204,MOVE_CHARM,CHARM,5,6,src/data/text/move_names.h,207,,,,,13,,,untranslated,
205,MOVE_ROLLOUT,ROLLOUT,7,8,src/data/text/move_names.h,208,,,,,13,,,untranslated,
206,MOVE_FALSE_SWIPE,FALSE SWIPE,11,12,src/data/text/move_names.h,209,,,,,13,,,untranslated,
207,MOVE_SWAGGER,SWAGGER,7,8,src/data/text/move_names.h,210,,,,,13,,,untranslated,
208,MOVE_MILK_DRINK,MILK DRINK,10,11,src/data/text/move_names.h,211,,,,,13,,,untranslated,
209,MOVE_SPARK,SPARK,5,6,src/data/text/move_names.h,212,,,,,13,,,untranslated,
210,MOVE_FURY_CUTTER,FURY CUTTER,11,12,src/data/text/move_names.h,213,,,,,13,,,untranslated,
211,MOVE_STEEL_WING,STEEL WING,10,11,src/data/text/move_names.h,214,,,,,13,,,untranslated,
212,MOVE_MEAN_LOOK,MEAN LOOK,9,10,src/data/text/move_names.h,215,,,,,13,,,untranslated,
213,MOVE_ATTRACT,ATTRACT,7,8,src/data/text/move_names.h,216,,,,,13,,,untranslated,
214,MOVE_SLEEP_TALK,SLEEP TALK,10,11,src/data/text/move_names.h,217,,,,,13,,,untranslated,
215,MOVE_HEAL_BELL,HEAL BELL,9,10,src/data/text/move_names.h,218,,,,,13,,,untranslated,
216,MOVE_RETURN,RETURN,6,7,src/data/text/move_names.h,219,,,,,13,,,untranslated,
217,MOVE_PRESENT,PRESENT,7,8,src/data/text/move_names.h,220,,,,,13,,,untranslated,
218,MOVE_FRUSTRATION,FRUSTRATION,11,12,src/data/text/move_names.h,221,,,,,13,,,untranslated,
219,MOVE_SAFEGUARD,SAFEGUARD,9,10,src/data/text/move_names.h,222,,,,,13,,,untranslated,
220,MOVE_PAIN_SPLIT,PAIN SPLIT,10,11,src/data/text/move_names.h,223,,,,,13,,,untranslated,
221,MOVE_SACRED_FIRE,SACRED FIRE,11,12,src/data/text/move_names.h,224,,,,,13,,,untranslated,
222,MOVE_MAGNITUDE,MAGNITUDE,9,10,src/data/text/move_names.h,225,,,,,13,,,untranslated,
223,MOVE_DYNAMIC_PUNCH,DYNAMICPUNCH,12,13,src/data/text/move_names.h,226,,,,,13,,,untranslated,
224,MOVE_MEGAHORN,MEGAHORN,8,9,src/data/text/move_names.h,227,,,,,13,,,untranslated,
225,MOVE_DRAGON_BREATH,DRAGONBREATH,12,13,src/data/text/move_names.h,228,,,,,13,,,untranslated,
226,MOVE_BATON_PASS,BATON PASS,10,11,src/data/text/move_names.h,229,,,,,13,,,untranslated,
227,MOVE_ENCORE,ENCORE,6,7,src/data/text/move_names.h,230,,,,,13,,,untranslated,
228,MOVE_PURSUIT,PURSUIT,7,8,src/data/text/move_names.h,231,,,,,13,,,untranslated,
229,MOVE_RAPID_SPIN,RAPID SPIN,10,11,src/data/text/move_names.h,232,,,,,13,,,untranslated,
230,MOVE_SWEET_SCENT,SWEET SCENT,11,12,src/data/text/move_names.h,233,,,,,13,,,untranslated,
231,MOVE_IRON_TAIL,IRON TAIL,9,10,src/data/text/move_names.h,234,,,,,13,,,untranslated,
232,MOVE_METAL_CLAW,METAL CLAW,10,11,src/data/text/move_names.h,235,,,,,13,,,untranslated,
233,MOVE_VITAL_THROW,VITAL THROW,11,12,src/data/text/move_names.h,236,,,,,13,,,untranslated,
234,MOVE_MORNING_SUN,MORNING SUN,11,12,src/data/text/move_names.h,237,,,,,13,,,untranslated,
235,MOVE_SYNTHESIS,SYNTHESIS,9,10,src/data/text/move_names.h,238,,,,,13,,,untranslated,
236,MOVE_MOONLIGHT,MOONLIGHT,9,10,src/data/text/move_names.h,239,,,,,13,,,untranslated,
237,MOVE_HIDDEN_POWER,HIDDEN POWER,12,13,src/data/text/move_names.h,240,,,,,13,,,untranslated,
238,MOVE_CROSS_CHOP,CROSS CHOP,10,11,src/data/text/move_names.h,241,,,,,13,,,untranslated,
239,MOVE_TWISTER,TWISTER,7,8,src/data/text/move_names.h,242,,,,,13,,,untranslated,
240,MOVE_RAIN_DANCE,RAIN DANCE,10,11,src/data/text/move_names.h,243,,,,,13,,,untranslated,
241,MOVE_SUNNY_DAY,SUNNY DAY,9,10,src/data/text/move_names.h,244,,,,,13,,,untranslated,
242,MOVE_CRUNCH,CRUNCH,6,7,src/data/text/move_names.h,245,,,,,13,,,untranslated,
243,MOVE_MIRROR_COAT,MIRROR COAT,11,12,src/data/text/move_names.h,246,,,,,13,,,untranslated,
244,MOVE_PSYCH_UP,PSYCH UP,8,9,src/data/text/move_names.h,247,,,,,13,,,untranslated,
245,MOVE_EXTREME_SPEED,EXTREMESPEED,12,13,src/data/text/move_names.h,248,,,,,13,,,untranslated,
246,MOVE_ANCIENT_POWER,ANCIENTPOWER,12,13,src/data/text/move_names.h,249,,,,,13,,,untranslated,
